Timesteps  Total_Iterations  Iterations  Convergence  avgConvRate(0)  avgConvRate(1)  deleted_Columns  
1  3  3  1  0.0004469188604611  inf  0  
2  5  2  1  0.0000192527218462  inf  0  
3  7  2  1  0.0000202234884628  inf  0  
4  9  2  1  0.0000163379256188  inf  0  
5  11  2  1  0.0000160398043362  inf  0  
6  110  99  1  0.8914506536672885  inf  2  
7  120  10  1  0.3173576654001211  2.8335259362183312  0  
8  132  12  1  0.3518562226990150  1.4670997449103673  0  
9  145  13  1  0.3997332918543721  1.0287672171339466  0  
10  147  2  1  0.0027848269115211  34.6392875786158640  0  
11  155  8  1  0.2446865013729557  3.1481199438254905  0  
12  157  2  1  0.0035397112718748  60.2268945024518771  0  
13  166  9  1  0.2250481471105826  2.3520942181614495  0  
14  168  2  1  0.0029529935589861  23.4522812571568551  0  
15  177  9  1  0.2794069247756875  1.4254869922956570  0  
16  185  8  1  0.2553192588007234  1.8633405107335732  0  
17  187  2  1  0.0051716991313236  7.3580127957168679  0  
18  195  8  1  0.2830497680645466  2.8616595305148786  0  
19  197  2  1  0.0047098481619680  15.5402407382627157  0  
20  206  9  1  0.2798202340690714  1.8358315901522073  0  
21  208  2  1  0.0041020066380923  10.1364316033965931  0  
22  215  7  1  0.2226955083029588  3.6101894686438065  0  
23  226  11  1  0.3892690532619130  1.4618481326776640  0  
24  228  2  1  0.0027156129789784  15.7222543280438281  0  
25  235  7  1  0.2129249713100431  3.6157571206467782  0  
26  245  10  1  0.3418491872713393  1.3943742225459343  0  
27  247  2  1  0.0028791930088894  12.9088381615670738  0  
28  255  8  1  0.2471588257787614  2.4301817051355283  0  
29  257  2  1  0.0042724351999346  28.3140797305297980  0  
30  265  8  1  0.2519587645781532  2.7668986703319751  0  
31  275  10  1  0.3002646273045592  2.4699788869102188  0  
32  277  2  1  0.0043006494432898  48.6692437316998081  0  
33  286  9  1  0.2863382515563142  2.4287041372847384  0  
34  288  2  1  0.0028021091021272  22.2508956560127906  0  
35  296  8  1  0.2546071151105190  2.5495142893080640  0  
36  298  2  1  0.0023843734093092  17.3367535711834115  0  
37  306  8  1  0.3064089609989941  2.7324328835277139  0  
38  308  2  1  0.0068900303475103  13.1112620815899383  0  
39  316  8  1  0.2161906064220431  1.5885305070058782  0  
40  318  2  1  0.0024415574512404  21.7703402773399652  0  
41  326  8  1  0.2343138181622380  2.6546005770712857  0  
42  328  2  1  0.0033673224226364  16.7404936447580788  0  
43  336  8  1  0.2324652150177279  2.3772418382083393  0  
44  338  2  1  0.0042577593151509  41.4541604725573194  0  
45  347  9  1  0.2699452737636522  1.2423312438982477  0  
46  349  2  1  0.0031153286553816  18.2992857194791121  0  
47  358  9  1  0.2564780107625333  2.1300139729086798  0  
48  360  2  1  0.0020163195043868  41.2219214415480124  0  
49  362  2  1  0.0026888758467215  408.5790767575832092  0  
50  364  2  1  0.0012659544233955  156.7849221113651765  0  
51  366  2  1  0.0009948529507687  1012.6510835057630402  0  
52  368  2  1  0.0002487066863524  1260.4674064287539750  0  
53  370  2  1  0.0000564550149344  4844.9820937118292932  0  
54  372  2  1  0.0000094640452219  20320.5958271420022356  0  
55  374  2  1  0.0000110493867469  inf  0  
56  469  95  1  0.9218927970248832  inf  0  
57  478  9  1  0.2417880557068225  2.0416117887687864  0  
58  485  7  1  0.2155618710483504  5.4160230659215083  0  
59  487  2  1  0.0039910751446776  125.4824565045631743  0  
60  495  8  1  0.2295270934501788  2.7025466339535043  0  
61  497  2  1  0.0034199685018581  67.0059753013664476  0  
62  505  8  1  0.2237500643212056  3.4273766745395280  0  
63  507  2  1  0.0035023548205778  43.2529457011951592  0  
64  515  8  1  0.2426882182069978  2.9729986069560366  0  
65  517  2  1  0.0046337213178923  34.4594778644755522  0  
66  525  8  1  0.2598798132780117  2.5297272479432915  0  
67  527  2  1  0.0028346417268651  12.9890273026311451  0  
68  535  8  1  0.2647475937222822  2.2933379286437230  0  
69  537  2  1  0.0064434569755987  8.8447735616513032  0  
70  545  8  1  0.2658238585065802  1.9899570436369474  0  
71  553  8  1  0.2381241921803232  1.8875284210087340  0  
72  555  2  1  0.0026850218757363  11.5056037617442186  0  
73  564  9  1  0.3406338323608586  2.8216910559947319  0  
74  566  2  1  0.0061860525399900  10.6999447063951809  0  
75  575  9  1  0.2791130878156458  2.3300967798590175  0  
76  577  2  1  0.0027441042783900  58.3407316407421845  0  
77  585  8  1  0.2551547439341963  2.2368742976299605  0  
78  587  2  1  0.0033239600348104  12.1587096291310246  0  
79  595  8  1  0.2498699615909287  2.9245181774930988  0  
80  597  2  1  0.0065523117409885  74.7587435648064798  0  
81  605  8  1  0.2460703224316493  2.3854681745660242  0  
82  612  7  1  0.2247297281200623  3.2466208092556346  0  
83  614  2  1  0.0054626439784953  19.1186484038670628  0  
84  622  8  1  0.2612625436705922  1.1859547772910131  0  
85  624  2  1  0.0054144220599176  9.7201954392092400  0  
86  632  8  1  0.2402259140028355  2.3031407873001819  0  
87  634  2  1  0.0024358948735806  17.7989548515149991  0  
88  642  8  1  0.2500229205780717  1.9439180044943805  0  
89  649  7  1  0.1572603747105264  3.3761009949091094  0  
90  651  2  1  0.0024311455219490  57.8339769669032648  0  
91  659  8  1  0.2242011375220818  3.4372312299234760  0  
92  661  2  1  0.0027488292450523  40.3440495191104063  0  
93  670  9  1  0.2523291748873990  2.8223080899261919  0  
94  672  2  1  0.0013904359485972  72.7333078594632099  0  
