# Tau   1000fine   1000coarse   100fine   100coarse   10fine   10coarse
0.1  1.12 2.37  1.96 3.16  5.54 4.6
0.01  1.92 3.13  5.3 4.38  11.26 13.4
0.001  5.18 4.37  10.6666666667 13.0512820513  0.0 0.0
