# Tau   1000fine   1000coarse   100fine   100coarse   10fine   10coarse
0.1  1.0 1.99  1.0 2.03  1.86 4.51
0.01  1.0 1.99  1.0 2.22  8.1 31.28
0.001  1.0 2.05  5.86419753086 24.3209876543  0.0 0.0
