Timesteps  Total_Iterations  Iterations  Total_Iterations_Surrogate_Model  Iterations_Surrogate_Model  Convergence  avgConvRate(0)  deleted_Columns  
1  1  1  7  7  1  1.0000000000000000  0  
2  2  1  9  2  1  1.0000000000000000  0  
3  3  1  16  7  1  1.0000000000000000  0  
4  4  1  21  5  1  1.0000000000000000  0  
5  5  1  28  7  1  1.0000000000000000  0  
6  6  1  34  6  1  1.0000000000000000  0  
7  7  1  41  7  1  1.0000000000000000  0  
8  8  1  48  7  1  1.0000000000000000  0  
9  9  1  55  7  1  1.0000000000000000  0  
10  12  3  67  12  1  0.7499716754951661  0  
11  13  1  74  7  1  1.0000000000000000  0  
12  14  1  81  7  1  1.0000000000000000  0  
13  15  1  88  7  1  1.0000000000000000  0  
14  16  1  95  7  1  1.0000000000000000  0  
15  17  1  102  7  1  1.0000000000000000  0  
16  18  1  109  7  1  1.0000000000000000  0  
17  19  1  115  6  1  1.0000000000000000  0  
18  22  3  127  12  1  0.5593032586625531  0  
19  25  3  140  13  1  0.5381696967902898  0  
20  28  3  152  12  1  0.4742491196494804  0  
21  31  3  166  14  1  0.6004015309925600  0  
22  34  3  180  14  1  0.8592041447517904  0  
23  37  3  194  14  1  0.9258177246003854  0  
24  40  3  207  13  1  0.8845718790903321  0  
25  43  3  220  13  1  0.6296716716794944  0  
26  46  3  233  13  1  0.5625464668011317  0  
27  51  5  251  18  1  0.5839457041128705  0  
28  56  5  269  18  1  0.5228386366429832  0  
29  61  5  288  19  1  0.5424308407967124  0  
30  66  5  307  19  1  0.5857699466634344  0  
31  71  5  326  19  1  0.6256589316651271  0  
32  78  7  351  25  1  0.3461272295743572  0  
33  83  5  372  21  1  0.5957987342103780  0  
34  90  7  398  26  1  0.5721507678264777  0  
35  97  7  424  26  1  0.6185213965346883  0  
36  104  7  449  25  1  0.6074403664197547  0  
37  109  5  470  21  1  0.6930296573986476  0  
38  114  5  491  21  1  0.6805651324617917  0  
39  119  5  512  21  1  0.4524072222413799  0  
40  124  5  533  21  1  0.5242916547864603  0  
41  129  5  554  21  1  0.4611634538757284  0  
42  134  5  575  21  1  0.4417014153700593  0  
43  141  7  601  26  1  0.4062625249910039  0  
44  148  7  627  26  1  0.4136036695101535  0  
45  155  7  654  27  1  0.4982183030889447  0  
46  162  7  679  25  1  0.4867220115509223  0  
47  169  7  708  29  1  0.6157863028912470  0  
48  176  7  736  28  1  0.5924040316823426  0  
49  185  9  769  33  1  0.4263345823009175  0  
50  194  9  800  31  1  0.3551362996317148  0  
51  199  5  822  22  1  0.3870142919718058  0  
52  208  9  855  33  1  0.4730524475041953  0  
53  217  9  889  34  1  0.4376670284988194  0  
54  226  9  923  34  1  0.4095837169584131  0  
55  235  9  958  35  1  0.3664432808005876  0  
56  242  7  986  28  1  0.3829917654230850  0  
57  249  7  1014  28  1  0.4222647614217865  0  
58  258  9  1049  35  1  0.4487575643347014  0  
59  267  9  1087  38  1  0.5094121595301333  0  
60  276  9  1124  37  1  0.5007779693171539  0  
61  285  9  1159  35  1  0.4515007628058302  0  
62  294  9  1194  35  1  0.4083767623825623  0  
63  303  9  1231  37  1  0.3602818462921733  0  
64  312  9  1264  33  1  0.4547357190952493  0  
65  321  9  1303  39  1  0.5313166989642405  0  
66  330  9  1340  37  1  0.4643995901113026  0  
67  339  9  1378  38  1  0.4297652752325961  0  
68  348  9  1418  40  1  0.3838247753976110  0  
69  357  9  1455  37  1  0.3534604485795170  0  
70  366  9  1492  37  1  0.4130394765028201  0  
71  375  9  1529  37  1  0.4363604977824032  0  
72  384  9  1568  39  1  0.4970525090530656  0  
73  395  11  1613  45  1  0.4477500804987379  0  
74  404  9  1656  43  1  0.4246135306286514  0  
75  413  9  1697  41  1  0.3959453820992232  0  
76  422  9  1739  42  1  0.3556973163709946  0  
77  431  9  1779  40  1  0.4091679676229983  0  
78  442  11  1824  45  1  0.5040492827540670  0  
79  453  11  1871  47  1  0.4472446306910063  0  
80  464  11  1920  49  1  0.3962153345513975  0  
81  475  11  1970  50  1  0.3838795368179325  0  
