# Tau   1000fine   1000coarse   100fine   100coarse   10fine   10coarse
0.1  1.0 1.99  1.0 2.03  1.0 3.22
0.01  1.0 1.99  1.0 2.14  3.7 15.05
0.001  1.0 2.05  1.92 8.46  6.0 66.5
