# Tau   1000fine   1000coarse   100fine   100coarse   10fine   10coarse
0.1  1.12 2.39  1.94 3.34  4.64 5.97
0.01  1.88 3.31  4.58 4.64  5.4 14.46
0.001  4.7 4.82  6.0985915493 16.4647887324  0.0 0.0
