# Tau   1000fine   1000coarse   100fine   100coarse   10fine   10coarse
0.1  1.0 1.0  1.0 1.04  1.0 2.02
0.01  1.0 1.0  1.0 1.1  3.74 5.98
0.001  1.0 1.0  1.96 4.06  10.25 74.0
