Timesteps  Total_Iterations  Iterations  Convergence  avgConvRate(0)  avgConvRate(1)  deleted_Columns  
1  9  9  1  0.2602500310241402  0.0000000000000000  0  
2  15  6  1  0.1018366802267310  0.1591771139336328  0  
3  18  3  1  0.0869821285112058  0.0303958594357721  0  
4  22  4  1  0.0823114521610857  0.1274158029193329  0  
5  25  3  1  0.0456384674628125  0.0200205391577537  0  
6  28  3  1  0.0681394507473161  0.0869170644303738  0  
7  30  2  1  0.0027350255434185  0.0101950385062869  0  
8  33  3  1  0.0641749456606659  0.0824528463146245  0  
9  35  2  1  0.0034541527324320  0.0117735981942640  0  
10  38  3  1  0.0687087787213655  0.0883649399647158  0  
11  40  2  1  0.0036852758086351  0.0129420043192404  0  
12  43  3  1  0.0723046306998585  0.0928851509317293  0  
13  45  2  1  0.0041624156003242  0.0144561625885368  0  
14  48  3  1  0.0774878486564806  0.0992107847605582  0  
15  50  2  1  0.0048920057191856  0.0166652763682092  0  
16  53  3  1  0.0845371575916453  0.1075962115164256  0  
17  55  2  1  0.0060528948995752  0.0200008150265052  0  
18  58  3  1  0.0946542844318190  0.1192839972087326  0  
19  60  2  1  0.0080731536669055  0.0254539259679793  0  
20  63  3  1  0.1100024839185003  0.1362267140330234  0  
21  65  2  1  0.0122680245776208  0.0356709317487402  0  
22  68  3  1  0.1351494880849244  0.1616652448683405  0  
23  70  2  1  0.0253775218832909  0.0610450724606787  0  
24  73  3  1  0.1373913472925669  0.1640364016367277  0  
25  75  2  1  1.3142516324272744  0.2034583835662348  0  
26  79  4  1  0.1121462470405364  0.2386862021478320  0  
27  81  2  1  0.0028914834372030  0.2003422890876545  0  
28  85  4  1  0.0789867406197417  0.1209910835616823  0  
29  87  2  1  0.0028096930404386  0.0674978997411816  0  
30  90  3  1  0.1448654633820582  0.2072335306021205  0  
31  92  2  1  0.0093398026843906  0.0354220322557690  0  
32  95  3  1  0.1281071267315461  0.1786981910378137  0  
33  97  2  1  0.0055808378741315  0.0246311695344123  0  
34  100  3  1  0.1156322888437574  0.1595855341179868  0  
35  102  2  1  0.0043326892900332  0.0192742127627212  0  
36  105  3  1  0.1034309718161770  0.1419398800271391  0  
37  107  2  1  0.0036240953265821  0.0161103788479538  0  
38  110  3  1  0.0933977586386189  0.1277755631521471  0  
39  112  2  1  0.0032055775863677  0.0141494747191218  0  
40  115  3  1  0.0852144512653934  0.1164244858953933  0  
41  117  2  1  0.0029343248077821  0.0128712919662377  0  
42  120  3  1  0.0787628791318698  0.1076534454777138  0  
43  122  2  1  0.0027637212598608  0.0120423901326757  0  
44  125  3  1  0.0737964611601481  0.1011540835494459  0  
45  127  2  1  0.0026649685503628  0.0115559433024851  0  
46  130  3  1  0.0700961997122050  0.0968303533706654  0  
47  132  2  1  0.0026137764081339  0.0114225058524061  0  
48  136  4  1  0.0293230708201178  0.0517577047477077  0  
49  138  2  1  0.0012413291841870  0.0153679316674407  0  
50  142  4  1  0.0280538638619055  0.0515146969429724  0  
51  145  3  1  0.0170714062258763  0.0029648804598585  0  
52  149  4  1  0.0280266931647384  0.0375993330007690  0  
53  151  2  1  0.0011051011027651  0.0125829033434088  0  
54  154  3  1  0.0539289246579822  0.0678301794047975  0  
55  156  2  1  0.0037678090536761  0.0107688293872087  0  
56  159  3  1  0.0599739838588012  0.0766621318116337  0  
57  161  2  1  0.0034143463426311  0.0111861623822573  0  
58  164  3  1  0.0641999371414226  0.0824814338134169  0  
59  166  2  1  0.0034792974451975  0.0119174937059867  0  
60  169  3  1  0.0679305822272091  0.0873705467497655  0  
61  171  2  1  0.0037366339256303  0.0129785851634165  0  
62  174  3  1  0.0721043428538532  0.0926225266761495  0  
63  176  2  1  0.0041939265855693  0.0144951663943350  0  
64  179  3  1  0.0773773562087898  0.0990607773777968  0  
65  181  2  1  0.0049128161268142  0.0166954890354290  0  
66  184  3  1  0.0845054727552402  0.1075455730588804  0  
67  186  2  1  0.0060655832947827  0.0200270045469032  0  
68  189  3  1  0.0946490837145635  0.1192679535543911  0  
69  191  2  1  0.0080843261212709  0.0254745768043316  0  
70  194  3  1  0.1100063351407783  0.1362230782732828  0  
71  196  2  1  0.0122784786206318  0.0356842312379914  0  
72  199  3  1  0.1351511756567450  0.1616610465229961  0  
73  201  2  1  0.0253823131129854  0.0610434029368837  0  
74  204  3  1  0.1374565109515957  0.1640855353265372  0  
75  206  2  1  1.3210623566443274  0.2028662313043900  0  
76  210  4  1  0.1121715391319782  0.2385658096597331  0  
77  212  2  1  0.0029375546217765  0.2007030412415543  0  
78  216  4  1  0.0789856848890194  0.1208463127949652  0  
79  218  2  1  0.0028025392912052  0.0674598736810376  0  
80  221  3  1  0.1449058916860553  0.2072837556434832  0  
81  223  2  1  0.0093289729945269  0.0354466703802716  0  
82  226  3  1  0.1281359552355917  0.1787287758000398  0  
83  228  2  1  0.0055631942643336  0.0246514188142669  0  
84  231  3  1  0.1156614124078711  0.1596169613138689  0  
85  233  2  1  0.0043129561104134  0.0192953246721275  0  
86  236  3  1  0.1034593575093589  0.1419708546059619  0  
87  238  2  1  0.0036053733737082  0.0161327743660194  0  
88  241  3  1  0.0934269125542965  0.1278063337939920  0  
89  243  2  1  0.0031874812060955  0.0141725125457233  0  
90  246  3  1  0.0852428507316648  0.1164541472344198  0  
91  248  2  1  0.0029178080589710  0.0128939208723399  0  
92  251  3  1  0.0787884833552399  0.1076806423001879  0  
93  253  2  1  0.0027496798944624  0.0120637062653679  0  
94  256  3  1  0.0738190760679198  0.1011764981310538  0  
95  258  2  1  0.0026478755409441  0.0115749885971097  0  
96  261  3  1  0.0701134900251622  0.0968465992375692  0  
97  263  2  1  0.0025998013887031  0.0114378010119928  0  
98  267  4  1  0.0291765516619969  0.0516945537593727  0  
99  269  2  1  0.0012584167287729  0.0153571586557852  0  
100  273  4  1  0.0280007016544751  0.0514319973428650  0  
