Timesteps  Total_Iterations  Iterations  Convergence  avgConvRate(0)  avgConvRate(1)  deleted_Columns  
1  16  16  1  0.4543842404986920  0.0000000000000000  0  
2  29  13  1  0.4874618124032178  0.4785462705522475  0  
3  42  13  1  0.4274840116660806  0.4546637831227951  0  
4  53  11  1  0.4758932496288645  0.4767383112722786  0  
5  63  10  1  0.3861203969895550  0.3826375590837477  0  
6  73  10  1  0.4304074224131963  0.3825033890721768  0  
7  81  8  1  0.3520185341959358  0.3868505620420281  0  
8  91  10  1  0.3896182213262040  0.4018634804063227  0  
9  99  8  1  0.4271316825717680  0.3984528811555901  0  
10  108  9  1  0.3966272743451850  0.4377918731325888  0  
11  115  7  1  0.3682991554007146  0.3683601328069430  0  
12  124  9  1  0.4604842648581454  0.4305877412638521  0  
13  130  6  1  0.4538904519034903  0.3486519505106718  0  
14  141  11  1  0.6535143153685177  0.5484670295350829  0  
15  151  10  1  0.4895427967106352  0.4991162501668398  0  
16  159  8  1  0.4428762028766667  0.4452987954530565  0  
17  169  10  1  0.5045621528158968  0.5287818643426743  0  
18  171  2  1  0.1062318472774384  0.0531455828831984  0  
19  182  11  1  0.4476907374699470  0.5729533804718686  0  
20  184  2  1  0.0344285692898753  0.0546746376557801  0  
21  194  10  1  0.5176886866499455  0.5579856853045971  0  
22  197  3  1  0.2372566909122334  0.1448851171867129  0  
23  208  11  1  0.5973135801587303  0.6177684460162191  0  
24  211  3  1  0.1903388552502772  0.1220030704288810  0  
25  221  10  1  0.4075496030213889  0.5302826331274235  0  
26  231  10  1  0.5791739858200770  0.5642156755321599  0  
27  238  7  1  0.4401781205903038  0.5252610732202443  0  
28  247  9  1  0.6118032433227595  0.5704827548675877  0  
29  249  2  1  0.0240149753301224  0.1094526516758797  0  
30  259  10  1  0.5120646094296201  0.6366205180462394  0  
31  262  3  1  0.1836010667019438  0.1866676558988943  0  
32  273  11  1  0.5121102434336797  0.6742274100023991  0  
33  276  3  1  0.2204104167303900  0.1602658573010278  0  
34  287  11  1  0.4517897699983637  0.6400738695180146  0  
35  290  3  1  0.2670495165343746  0.1434420737419284  0  
36  301  11  1  0.4608729544328988  0.5877640077639817  0  
37  304  3  1  0.1536639909231567  0.0916969907912561  0  
38  315  11  1  0.4597279401908695  0.6121829526798509  0  
39  318  3  1  0.1611252066024421  0.1406328319532121  0  
40  327  9  1  0.4605675986866657  0.5301992545009571  0  
41  335  8  1  0.4760710437314672  0.5021167210769117  0  
42  343  8  1  0.5342002256871032  0.4935597788810608  0  
43  346  3  1  0.3475780488113541  0.1427810962255783  0  
44  355  9  1  0.4173269065988380  0.4916641288760999  0  
45  363  8  1  0.5226663160458295  0.4589997505227741  0  
46  372  9  1  0.4767122640748210  0.5016711725593316  0  
47  378  6  1  0.3155171056784392  0.2916241340923468  0  
48  384  6  1  0.2814041191981149  0.3368240471242537  0  
49  390  6  1  0.3161855255132129  0.2848255226663601  0  
50  396  6  1  0.3043773026463638  0.2735986279843114  0  
51  402  6  1  0.3871847602046994  0.3144375755641451  0  
52  407  5  1  0.3231397771861795  0.2477415070893736  0  
53  416  9  1  0.4257745294067006  0.4405285072810834  0  
54  423  7  1  0.4611847365463115  0.3286446918008766  0  
55  432  9  1  0.3629281369804501  0.3426080835028789  0  
56  440  8  1  0.3682557569787065  0.3524836959749144  0  
57  447  7  1  0.3682890281908700  0.3435723676127649  0  
58  451  4  1  0.3836042847017071  0.1537232462944045  0  
59  461  10  1  0.4933607131163875  0.4480282666196870  0  
60  464  3  1  0.2581598286454386  0.0883040066373542  0  
61  473  9  1  0.4805908262841136  0.4511438134820259  0  
62  480  7  1  0.4652492011500396  0.3875787813378653  0  
63  487  7  1  0.4120519881929099  0.3576077397997230  0  
64  495  8  1  0.5043162360649986  0.4134707964531659  0  
65  505  10  1  0.5277395454623836  0.4667227832808918  0  
66  512  7  1  0.5214627829659065  0.4160809883201761  0  
67  522  10  1  0.5135479167110037  0.4907231622468644  0  
68  528  6  1  0.5566147668316471  0.3626949901060153  0  
69  537  9  1  0.5553945764816670  0.5112544287179012  0  
70  545  8  1  0.4531914670930751  0.4419432857036216  0  
71  550  5  1  0.4805661381976970  0.3128400976126743  0  
72  559  9  1  0.4731142138000675  0.5322664864118604  0  
73  562  3  1  0.2454276181333594  0.1107017874610217  0  
74  573  11  1  0.5008799719841740  0.5987283480223634  0  
75  575  2  1  0.0151668855311515  0.0589746279003163  0  
76  586  11  1  0.4567881907441436  0.6077690000581490  0  
77  589  3  1  0.1509137670111103  0.1187452496607988  0  
78  599  10  1  0.4664928059850945  0.5687767093214319  0  
79  602  3  1  0.1910036629341454  0.1816772567341092  0  
80  612  10  1  0.5368207808167358  0.6606435505522898  0  
81  615  3  1  0.1800346061822147  0.2196200931366892  0  
82  626  11  1  0.4748507362936925  0.6540865344836950  0  
83  629  3  1  0.1677973467649766  0.1162818656615041  0  
84  639  10  1  0.4354164080280429  0.5743400510512671  0  
85  642  3  1  0.2331123038833163  0.1822562807405894  0  
86  652  10  1  0.5322849655957709  0.5966138962935299  0  
87  655  3  1  0.1425135921891810  0.0893419664181652  0  
88  666  11  1  0.4314538882817672  0.5933711363760548  0  
89  672  6  1  0.3216399925489429  0.3703473458018462  0  
90  679  7  1  0.4611925745912955  0.4630685643835603  0  
91  684  5  1  0.3016421203678831  0.3201365731429184  0  
92  692  8  1  0.4398943439522042  0.4657549899635713  0  
93  698  6  1  0.3045829468511897  0.3265823790477741  0  
94  706  8  1  0.3904026408118172  0.4024504783468382  0  
95  711  5  1  0.2133164383694784  0.2893201093074279  0  
96  718  7  1  0.4073816002466039  0.3831197007060284  0  
97  725  7  1  0.4566241326266908  0.4016531709529491  0  
98  731  6  1  0.3580156770276305  0.3312777333628406  0  
99  737  6  1  0.3706353373104962  0.3311473455122543  0  
100  745  8  1  0.4295723985414820  0.4106253775138456  0  
