Timesteps  Total_Iterations  Iterations  Convergence  avgConvRate(0)  avgConvRate(1)  deleted_Columns  
1  5  5  1  0.1124398385666306  0.0710764297759007  0  
2  10  5  1  0.0695631404705475  0.0546988797020755  0  
3  15  5  1  0.0851194046085842  0.0804766605540848  0  
4  18  3  1  0.0303552282723845  0.0587249348683094  0  
5  22  4  1  0.1061536384752420  0.1667621161975016  0  
6  25  3  1  0.0175354624733292  0.0980282201323542  0  
7  28  3  1  0.0342893790056014  0.0720819732221305  0  
8  31  3  1  0.0238459285614393  0.0478029487550256  0  
9  34  3  1  0.0039235097822580  0.0234525734949750  0  
10  37  3  1  0.0171350756238401  0.0369944305060635  0  
11  40  3  1  0.0096274734435121  0.0265178719375651  0  
12  43  3  1  0.0063719530577685  0.0123315220753763  0  
13  46  3  1  0.0085918361526874  0.0159412153271736  0  
14  49  3  1  0.0100059778335483  0.0254460571170749  0  
15  52  3  1  0.0064030861168089  0.0202890712625078  0  
16  55  3  1  0.0066423203084212  0.0123720085831561  0  
17  58  3  1  0.0070678498903506  0.0145080858927520  0  
18  61  3  1  0.0075914233045973  0.0134192301212992  0  
19  64  3  1  0.0066936139726927  0.0175309997666896  0  
20  67  3  1  0.0061189324286082  0.0180338013037626  0  
21  70  3  1  0.0063634158563483  0.0096099547043246  0  
22  73  3  1  0.0082863128781107  0.0200239674553093  0  
23  76  3  1  0.0059139853109662  0.0160033505844823  0  
24  79  3  1  0.0061809176405246  0.0129964723083415  0  
25  82  3  1  0.0053931912369194  0.0095736813741434  0  
26  85  3  1  0.0081839934350082  0.0169093188766739  0  
27  88  3  1  0.0054465875730275  0.0146626536288325  0  
28  91  3  1  0.0059605738526840  0.0142298225162228  0  
29  94  3  1  0.0044529635327437  0.0123892805660885  0  
30  97  3  1  0.0071520516928576  0.0196577883078071  0  
31  100  3  1  0.0063747263537156  0.0153596774781986  0  
32  103  3  1  0.0065122370305674  0.0114869093380027  0  
33  106  3  1  0.0065567010476142  0.0084784222185869  0  
34  108  2  1  0.0514989240057367  0.0143741238349865  0  
35  110  2  1  0.0514612296237840  0.0142614730752404  0  
36  112  2  1  0.0514524990146939  0.0163690945174438  0  
37  114  2  1  0.0514749550151550  0.0154559049080735  0  
38  116  2  1  0.0514799111168618  0.0172211488395180  0  
39  118  2  1  0.0515034144791451  0.0174435226622073  0  
40  120  2  1  0.0515129157166380  0.0191502313380669  0  
41  122  2  1  0.0515363583261567  0.0201239047071920  0  
42  124  2  1  0.0515534590950299  0.0221509316472923  0  
43  126  2  1  0.0515825880749085  0.0240891362918122  0  
44  128  2  1  0.0516117864973118  0.0270542743116636  0  
45  130  2  1  0.0516559370854836  0.0306251135393779  0  
46  132  2  1  0.0517115228294296  0.0358018122460473  0  
47  134  2  1  0.0517990893497821  0.0430874577945525  0  
48  136  2  1  0.0519390355923849  0.0546778631049940  0  
49  138  2  1  0.0522146880313784  0.0752431531297365  0  
50  140  2  1  0.0528816419915565  0.1232843668736028  0  
51  144  4  1  0.1040366216778165  0.1956381541498525  0  
52  146  2  1  0.0505420373893559  0.0587745773829684  0  
53  149  3  1  0.0431474068991317  0.1253961451263666  0  
54  151  2  1  0.0509409800681075  0.0357620848040689  0  
55  153  2  1  0.0513298864609869  0.0620944923793912  0  
56  155  2  1  0.0514120557473565  0.0441302560789716  0  
57  157  2  1  0.0511720694165441  0.0412787031131496  0  
58  159  2  1  0.0513200725004948  0.0283691503939226  0  
59  161  2  1  0.0512714051452302  0.0294410609536923  0  
60  163  2  1  0.0513437499230194  0.0232139128980619  0  
61  165  2  1  0.0513105365897214  0.0233251477248022  0  
62  167  2  1  0.0513431801985111  0.0195252827456412  0  
63  169  2  1  0.0513321745945285  0.0192168800809305  0  
64  171  2  1  0.0513497081475110  0.0169657152466198  0  
65  173  2  1  0.0513466540972625  0.0165740585556550  0  
66  175  2  1  0.0513561148367833  0.0151794173734511  0  
67  177  2  1  0.0513558650576389  0.0147656306493576  0  
68  179  2  1  0.0513613148112888  0.0138608764044732  0  
69  182  3  1  0.0081273533109102  0.0247196648683753  0  
70  185  3  1  0.0042415362214400  0.0195172915438868  0  
71  188  3  1  0.0044570021722519  0.0127858297363197  0  
72  191  3  1  0.0037566167047202  0.0216058818246939  0  
73  194  3  1  0.0035635008754978  0.0185893034484450  0  
74  197  3  1  0.0045530696516274  0.0140025534012868  0  
75  200  3  1  0.0023625604267209  0.0173604894600712  0  
76  203  3  1  0.0022563555916141  0.0204670117781941  0  
77  206  3  1  0.0042096557042190  0.0149733154079712  0  
78  209  3  1  0.0041738628634870  0.0149050704193848  0  
79  212  3  1  0.0035478206326101  0.0218801277669716  0  
80  215  3  1  0.0038890625920104  0.0163942000842939  0  
81  218  3  1  0.0047168080832135  0.0135745602910290  0  
82  221  3  1  0.0029157719998715  0.0216725289912782  0  
83  224  3  1  0.0037735876025168  0.0188466100867413  0  
84  227  3  1  0.0051247057167826  0.0132247181964954  0  
85  230  3  1  0.0051520156601293  0.0197027885498631  0  
86  233  3  1  0.0049352874253405  0.0237095054331164  0  
87  236  3  1  0.0054335425333551  0.0150420487234244  0  
88  239  3  1  0.0066028081897075  0.0155588073974883  0  
89  242  3  1  0.0092043594588478  0.0283337227834268  0  
90  245  3  1  0.0059141849040503  0.0212248577476588  0  
91  248  3  1  0.0071520373104511  0.0095827332038238  0  
92  251  3  1  0.0114398332430837  0.0286131274324049  0  
93  254  3  1  0.0076823976032949  0.0241155030724596  0  
94  257  3  1  0.0086016185935926  0.0109375737433873  0  
95  260  3  1  0.0137453859315435  0.0245231811211407  0  
96  263  3  1  0.0118597285436387  0.0379513239185583  0  
97  266  3  1  0.0088250265968284  0.0236636597146479  0  
98  269  3  1  0.0151537002729395  0.0311084918259576  0  
99  272  3  1  0.0168315890932186  0.0293122705795928  0  
100  275  3  1  0.0360054363088839  0.0485826861551515  0  
