Timesteps  Total_Iterations  Iterations  Convergence  avgConvRate(0)  avgConvRate(1)  deleted_Columns  
1  10  10  1  0.3100001087838227  0.2236526424667339  0  
2  13  3  1  0.0407863428902573  0.0296478360024218  0  
3  22  9  1  0.2970324869707601  0.2757321241649766  0  
4  29  7  1  0.2512393375572328  0.2236789824835254  0  
5  36  7  1  0.2085981099303633  0.1883107191572670  0  
6  42  6  1  0.2093399490858054  0.1916180322122773  0  
7  48  6  1  0.1581333388919723  0.1908031213621414  0  
8  54  6  1  0.1925578481158408  0.2458950769313603  0  
9  60  6  1  0.1718589032842164  0.2350215480188260  0  
10  66  6  1  0.1776278205915372  0.2658403000519838  0  
11  69  3  1  0.0289367777199255  0.0878669523951018  0  
12  75  6  1  0.2238222652433678  0.2790036229183454  0  
13  78  3  1  0.0509972905501525  0.1047801464393725  0  
14  83  5  1  0.1623127262799454  0.2351055817923577  0  
15  88  5  1  0.1666525319684485  0.2256744631257559  0  
16  91  3  1  0.0364338794575443  0.0884647679040798  0  
17  96  5  1  0.1595819703493619  0.1889701958155996  0  
18  99  3  1  0.0354851194011410  0.0850520913617153  0  
19  104  5  1  0.1550144300399708  0.1362384208645329  0  
20  108  4  1  0.1095619074314185  0.1934538430675946  0  
21  113  5  1  0.1959552620174588  0.1781242861019532  0  
22  116  3  1  0.0246619256784809  0.0583051706618138  0  
23  121  5  1  0.1010312801386883  0.1317576393175476  0  
24  124  3  1  0.0362799193972789  0.0881822642661416  0  
25  129  5  1  0.1197820010547095  0.1691396910653116  0  
26  132  3  1  0.0248218821168881  0.0587117251633865  0  
27  137  5  1  0.1620288253569877  0.1800803719286253  0  
28  140  3  1  0.0205016593624797  0.0488127707956672  0  
29  145  5  1  0.1387737267652689  0.1621233571404133  0  
30  148  3  1  0.0216482891652366  0.0524665131419332  0  
31  152  4  1  0.1320194211527377  0.1644029477529858  0  
32  155  3  1  0.0255300183907106  0.0620267271413196  0  
33  160  5  1  0.1953328432965508  0.2129168407397631  0  
34  163  3  1  0.0136089436375202  0.0295236438018884  0  
35  167  4  1  0.2092525159427860  0.1563638315016008  0  
36  170  3  1  0.0390133616331684  0.0943648311701661  0  
37  175  5  1  0.1756345397922531  0.2023583048946967  0  
38  178  3  1  0.0237757655902179  0.0584199061385253  0  
39  183  5  1  0.1520078105253714  0.1832811465183337  0  
40  186  3  1  0.0402985922281266  0.0981267937867214  0  
41  191  5  1  0.1656336387999710  0.1491882806439489  0  
42  194  3  1  0.0200161127169997  0.0460450713461460  0  
43  199  5  1  0.1552610373549087  0.1943169287930691  0  
44  202  3  1  0.0227223866900998  0.0554820412036424  0  
45  207  5  1  0.1388178751848428  0.1791579346486114  0  
46  210  3  1  0.0177277441533966  0.0448176473031239  0  
47  214  4  1  0.2581623969515502  0.1437526148584784  0  
48  218  4  1  0.1185862079847756  0.2003313546390947  0  
49  223  5  1  0.1823276450833570  0.1943351273259738  0  
50  226  3  1  0.0462905415777712  0.1172532775364423  0  
51  231  5  1  0.2222381991922473  0.2144553453263369  0  
52  235  4  1  0.1129185484076777  0.2219294209153999  0  
53  240  5  1  0.2458574728399205  0.2482501301880769  0  
54  246  6  1  0.2507711664881672  0.1899082458369464  0  
55  248  2  1  0.1328378379336503  0.0702729764398402  0  
56  254  6  1  0.2081990366290309  0.2677003334169398  0  
57  257  3  1  0.0307431761498481  0.0823382007487540  0  
58  262  5  1  0.2063797283421288  0.2634074490846277  0  
59  267  5  1  0.1761660850680090  0.2081603218064632  0  
60  270  3  1  0.0400149297921995  0.0954994575204840  0  
61  275  5  1  0.1783265880273968  0.2285388465655272  0  
62  278  3  1  0.0376881700432013  0.0867587732441920  0  
63  283  5  1  0.1440008496795875  0.1380786126011336  0  
64  288  5  1  0.1649274610226300  0.1369257635216636  0  
65  291  3  1  0.0228861758303633  0.0534948440814160  0  
66  295  4  1  0.2395786333926653  0.1516715450150897  0  
67  298  3  1  0.0428216708304064  0.1004480077123813  0  
68  303  5  1  0.1811021733163445  0.1820084037257118  0  
69  306  3  1  0.0346983553490606  0.0813353003587129  0  
70  311  5  1  0.1375417779572984  0.1490656236806693  0  
71  316  5  1  0.1765774497725539  0.1593882896082262  0  
72  319  3  1  0.0337503130432732  0.0797500322555946  0  
73  324  5  1  0.1268572197925410  0.1787975313836900  0  
74  327  3  1  0.0193161041425614  0.0458132659253522  0  
75  332  5  1  0.1499204773986848  0.1962016677418967  0  
76  335  3  1  0.0216349014564403  0.0493358641489355  0  
77  340  5  1  0.1533516166252084  0.1357721170854172  0  
78  343  3  1  0.0186995746820769  0.0411441055532483  0  
79  347  4  1  0.1458074886377922  0.1489713771608503  0  
80  350  3  1  0.0420625406576301  0.1001878148033347  0  
81  355  5  1  0.1639817688682049  0.1979095414266796  0  
82  358  3  1  0.0313439718753126  0.0742986102893884  0  
83  363  5  1  0.1685218366832866  0.1601249449545739  0  
84  366  3  1  0.0431376803870250  0.1027592792161078  0  
85  371  5  1  0.1246827533417700  0.1629544894799089  0  
86  374  3  1  0.0200522519157295  0.0487055163488092  0  
87  379  5  1  0.1828526353259575  0.1812869465606708  0  
88  382  3  1  0.0156388658228805  0.0379777879176866  0  
89  387  5  1  0.1319747242017655  0.1767236669637730  0  
90  390  3  1  0.0238040657742684  0.0578297631051862  0  
91  395  5  1  0.1395989548436092  0.1856588014413328  0  
92  398  3  1  0.0300218390522383  0.0724455513220522  0  
93  403  5  1  0.1340199586891272  0.1444601227164442  0  
94  406  3  1  0.0276705327976909  0.0644982935399692  0  
95  411  5  1  0.1270492476899243  0.1655355673719331  0  
96  414  3  1  0.0280977836721658  0.0699086712768171  0  
97  419  5  1  0.1017026969114976  0.1307927192059654  0  
98  422  3  1  0.0460898079625629  0.1147021432339998  0  
99  427  5  1  0.1263491176001771  0.1621208841002777  0  
100  430  3  1  0.0365586470501472  0.1001044268601590  0  
