# Tau   1000fine   1000coarse   100fine   100coarse   10fine   10coarse
0.1  1.06 2.07  1.52 2.76  2.98 5.54
0.01  1.62 2.56  5.4 7.4  7.76 22.32
0.001  3.24 5.11  7.1 19.74  0.0 0.0
