Timesteps  Total_Iterations  Iterations  Total_Iterations_Surrogate_Model  Iterations_Surrogate_Model  Convergence  avgConvRate(0)  deleted_Columns  
1  1  1  5  5  1  1.0000000000000000  0  
2  6  5  10  5  1  0.5823267738416853  0  
3  11  5  18  8  1  0.5532852449945761  0  
4  16  5  29  11  1  0.5555352412468101  0  
5  21  5  41  12  1  0.5341096473998262  0  
6  26  5  52  11  1  0.4841311762271477  0  
7  31  5  65  13  1  0.4638207603848721  0  
8  36  5  78  13  1  0.4954595895081901  0  
9  41  5  91  13  1  0.5244416218581357  0  
10  46  5  104  13  1  0.5744884698482766  0  
11  53  7  118  14  1  0.6828778490243779  0  
12  62  9  135  17  1  0.6604875322396569  0  
13  71  9  152  17  1  0.6777981073562651  0  
14  80  9  169  17  1  0.6907325034257001  0  
15  89  9  186  17  1  0.6934493216124523  0  
16  100  11  204  18  1  0.6531636272496109  0  
17  109  9  222  18  1  0.7859026796971614  0  
18  114  5  235  13  1  0.7409248283830555  0  
19  123  9  252  17  1  0.8860664077051198  0  
20  126  3  262  10  1  0.4529456386416976  0  
21  135  9  279  17  1  0.7539388480304591  0  
22  144  9  295  16  1  0.7455145148846136  0  
23  155  11  316  21  1  0.6859211366334852  0  
24  166  11  337  21  1  0.6003032933705245  0  
25  175  9  354  17  1  0.6205771878113692  0  
26  186  11  373  19  1  0.6119130717827886  0  
27  197  11  390  17  1  0.5351016090004785  0  
28  208  11  407  17  1  0.6274798166095612  0  
29  215  7  420  13  1  0.5664893162968764  0  
30  222  7  434  14  1  0.5616798322137824  0  
31  229  7  448  14  1  0.5426722468002487  0  
32  236  7  463  15  1  0.5391963105488219  0  
33  243  7  478  15  1  0.5269215347705163  0  
34  250  7  493  15  1  0.4982913062864761  0  
35  257  7  508  15  1  0.4759434070087964  0  
36  264  7  525  17  1  0.4896177064470341  0  
37  271  7  539  14  1  0.4597616184146399  0  
38  278  7  557  18  1  0.4559644657153704  0  
39  285  7  574  17  1  0.4365518470188953  0  
40  292  7  591  17  1  0.4034415272334621  0  
41  299  7  608  17  1  0.3693498621663351  0  
42  306  7  624  16  1  0.4004120162219422  0  
43  313  7  641  17  1  0.4120005633991362  0  
44  320  7  658  17  1  0.4426977993445105  0  
45  327  7  674  16  1  0.4319196369263205  0  
46  334  7  692  18  1  0.4509677039291686  0  
47  341  7  708  16  1  0.4565042101054886  0  
48  350  9  729  21  1  0.5342716445690519  0  
49  359  9  750  21  1  0.5368566470045897  0  
50  368  9  772  22  1  0.5346248957525253  0  
51  379  11  795  23  1  0.5115488760259552  0  
52  390  11  819  24  1  0.5188526374703853  0  
53  401  11  843  24  1  0.4928344543953523  0  
54  412  11  866  23  1  0.5470910783269062  0  
55  423  11  889  23  1  0.5452279523648967  0  
56  434  11  912  23  1  0.5287908557006640  0  
57  445  11  935  23  1  0.5430689263114440  0  
58  456  11  960  25  1  0.5128617986786232  0  
59  467  11  982  22  1  0.5021357261746029  0  
60  478  11  1006  24  1  0.5223085089475000  0  
61  489  11  1031  25  1  0.5115657040450436  0  
62  500  11  1057  26  1  0.5183708659519051  0  
63  511  11  1082  25  1  0.5257695142451775  0  
64  522  11  1109  27  1  0.5137610074454293  0  
65  533  11  1134  25  1  0.5150921469428056  0  
66  544  11  1160  26  1  0.5175503746391922  0  
67  555  11  1187  27  1  0.5216586201023709  0  
68  566  11  1213  26  1  0.5182441316623180  0  
69  577  11  1239  26  1  0.5238171326594231  0  
70  588  11  1266  27  1  0.5222203997242658  0  
71  599  11  1293  27  1  0.5211569955377029  0  
72  610  11  1319  26  1  0.5227430962301676  0  
73  621  11  1347  28  1  0.5226320922886178  0  
74  632  11  1375  28  1  0.5222163697696129  0  
75  643  11  1403  28  1  0.5220299982852370  0  
76  654  11  1432  29  1  0.5188365237996595  0  
77  665  11  1460  28  1  0.5172941004301723  0  
78  676  11  1487  27  1  0.5120878571575330  0  
79  687  11  1516  29  1  0.5230411221748321  0  
80  698  11  1544  28  1  0.5228125125604274  0  
81  709  11  1574  30  1  0.5186807716819715  0  
82  720  11  1603  29  1  0.5173071915580169  0  
83  731  11  1634  31  1  0.5183434013924125  0  
84  742  11  1662  28  1  0.5104104131422914  0  
85  755  13  1692  30  1  0.4948918677024104  0  
86  768  13  1722  30  1  0.4902792307876668  0  
87  781  13  1755  33  1  0.4599832937663175  0  
88  794  13  1788  33  1  0.4613081828393539  0  
89  807  13  1822  34  1  0.4635355096243405  0  
90  820  13  1856  34  1  0.4649222390940251  0  
91  833  13  1890  34  1  0.4660589702276821  0  
92  846  13  1924  34  1  0.4671031655366103  0  
93  859  13  1958  34  1  0.4681614466518914  0  
94  872  13  1992  34  1  0.4693169765242643  0  
95  885  13  2026  34  1  0.4706890253646764  0  
96  898  13  2060  34  1  0.4724603593433148  0  
97  911  13  2095  35  1  0.4328697503321489  0  
98  924  13  2127  32  1  0.4637782742942322  0  
99  937  13  2162  35  1  0.4324773699581708  0  
100  950  13  2195  33  1  0.4177894276537414  0  
