# Tau   1000fine   1000coarse   100fine   100coarse   10fine   10coarse
0.1  1.0 1.0  1.0 2.0  2.16 2.66
0.01  1.0 1.0  1.0 2.0  9.5 21.95
0.001  1.0 1.0  5.74 12.77  0.0 0.0
