Timesteps  Total_Iterations  Iterations  Total_Iterations_Surrogate_Model  Iterations_Surrogate_Model  Convergence  avgConvRate(0)  avgConvRate(1)  deleted_Columns  
1  11  11  34  34  1  0.3625518574016462  0.4733418266921679  2  
2  22  11  67  33  1  0.3388004423424089  0.4752403443986961  2  
3  29  7  88  21  1  0.1991725929797144  0.4236414000374317  0  
4  38  9  114  26  1  0.3584050304801351  0.5343373379712153  1  
5  45  7  134  20  1  0.3374021191471913  0.7132977117469980  0  
6  54  9  159  25  1  0.3730741358687540  0.5521814276423719  1  
7  63  9  184  25  1  0.3682900119660081  0.5513927195671374  1  
8  72  9  208  24  1  0.4013291632867355  0.5838939325643181  1  
9  81  9  231  23  1  0.4414162607581872  0.6430831545655662  1  
10  90  9  253  22  1  0.4847900462420206  0.6858924393403146  1  
11  99  9  277  24  1  0.4224587247651105  0.6184232196329938  1  
12  106  7  296  19  1  0.4635707244638975  0.6821245750771033  0  
13  115  9  318  22  1  0.4626908986158383  0.6665801637215191  1  
14  124  9  342  24  1  0.4207152436547092  0.6237829901858346  1  
15  133  9  366  24  1  0.4247456967194612  0.6177752893559398  1  
16  142  9  388  22  1  0.4356518809844258  0.6341782520889079  1  
17  151  9  410  22  1  0.4620771928290093  0.6713070870159670  1  
18  160  9  431  21  1  0.5051161939855670  0.7200553556436653  1  
19  167  7  449  18  1  0.4821828902762837  0.7899674774503597  0  
20  174  7  467  18  1  0.4641515245278959  0.7604081785463920  0  
21  181  7  485  18  1  0.4352696279394487  0.7132247824931618  0  
22  188  7  504  19  1  0.4190004917083858  0.6862805022188779  0  
23  195  7  522  18  1  0.4137459989529275  0.6784394955312031  0  
24  202  7  540  18  1  0.4186767675151037  0.6880687414159684  0  
25  209  7  557  17  1  0.4346732412364367  0.7154333351323382  0  
26  216  7  573  16  1  0.4602650703698300  0.7568344896016032  0  
27  223  7  590  17  1  0.4826744589584769  0.7909985662319347  0  
28  228  5  601  11  1  0.3954451213869550  0.6863197949375636  0  
