Timesteps  Total_Iterations  Iterations  Total_Iterations_Surrogate_Model  Iterations_Surrogate_Model  Convergence  avgConvRate(0)  deleted_Columns  
1  1  1  7  7  1  1.0000000000000000  0  
2  2  1  9  2  1  1.0000000000000000  0  
3  3  1  16  7  1  1.0000000000000000  0  
4  4  1  21  5  1  1.0000000000000000  0  
5  7  3  31  10  1  0.6101756574701300  0  
6  10  3  41  10  1  0.6153210071789077  0  
7  13  3  51  10  1  0.6197716390313116  0  
8  16  3  61  10  1  0.6233695197877858  0  
9  19  3  71  10  1  0.6259459987602820  0  
10  22  3  82  11  1  0.6276459391452155  0  
11  25  3  92  10  1  0.6286468880889521  0  
12  28  3  102  10  1  0.6290627395575313  0  
13  31  3  113  11  1  0.6289794956798238  0  
14  34  3  125  12  1  0.6284510399211959  0  
15  37  3  135  10  1  0.6277928046628766  0  
16  40  3  146  11  1  0.6267947240353221  0  
17  41  1  154  8  1  1.0000000000000000  0  
18  44  3  164  10  1  0.6219149082120735  0  
19  47  3  175  11  1  0.6211692811791002  0  
20  48  1  183  8  1  1.0000000000000000  0  
21  49  1  189  6  1  1.0000000000000000  0  
22  50  1  195  6  1  1.0000000000000000  0  
23  51  1  202  7  1  1.0000000000000000  0  
24  52  1  207  5  1  1.0000000000000000  0  
25  53  1  213  6  1  1.0000000000000000  0  
26  54  1  218  5  1  1.0000000000000000  0  
27  55  1  224  6  1  1.0000000000000000  0  
28  56  1  229  5  1  1.0000000000000000  0  
29  57  1  234  5  1  1.0000000000000000  0  
30  58  1  240  6  1  1.0000000000000000  0  
31  59  1  245  5  1  1.0000000000000000  0  
32  60  1  250  5  1  1.0000000000000000  0  
33  61  1  256  6  1  1.0000000000000000  0  
34  62  1  262  6  1  1.0000000000000000  0  
35  63  1  268  6  1  1.0000000000000000  0  
36  64  1  274  6  1  1.0000000000000000  0  
37  67  3  284  10  1  0.6265480316053219  0  
38  70  3  296  12  1  0.6291402784301576  0  
39  73  3  308  12  1  0.6314343427333983  0  
40  76  3  320  12  1  0.6332605775740019  0  
41  79  3  332  12  1  0.6344498048638929  0  
42  82  3  344  12  1  0.6350190867067375  0  
43  85  3  356  12  1  0.6351267920105759  0  
44  88  3  367  11  1  0.6348900503047046  0  
45  91  3  378  11  1  0.6344012342339727  0  
46  94  3  390  12  1  0.6337972759103724  0  
47  97  3  401  11  1  0.6331109500892814  0  
48  100  3  412  11  1  0.6324043280317898  0  
49  103  3  423  11  1  0.6317245189530424  0  
50  106  3  434  11  1  0.6310660473569448  0  
51  109  3  445  11  1  0.6304402986191764  0  
52  112  3  455  10  1  0.6299101438583917  0  
53  115  3  467  12  1  0.6293755425381531  0  
54  118  3  477  10  1  0.6288980605809775  0  
55  121  3  488  11  1  0.6284661952516735  0  
56  124  3  498  10  1  0.6280472967492379  0  
57  127  3  508  10  1  0.6276028122627713  0  
58  130  3  518  10  1  0.6272377177331439  0  
59  133  3  529  11  1  0.6268480996584276  0  
60  136  3  540  11  1  0.6264719808371394  0  
61  139  3  551  11  1  0.6261144211615760  0  
62  142  3  562  11  1  0.6257337557798213  0  
63  145  3  573  11  1  0.6253478485299763  0  
64  148  3  585  12  1  0.6249408908631134  0  
65  151  3  596  11  1  0.6245173838914450  0  
66  154  3  607  11  1  0.6240883263505954  0  
67  157  3  618  11  1  0.6236835805274429  0  
68  160  3  629  11  1  0.6231930182254969  0  
69  163  3  640  11  1  0.6226876855720691  0  
70  166  3  651  11  1  0.6221545448520865  0  
71  169  3  661  10  1  0.6215358145018264  0  
72  172  3  671  10  1  0.6209588031192506  0  
73  175  3  681  10  1  0.6202462322639960  0  
74  178  3  691  10  1  0.6194691425163560  0  
75  181  3  702  11  1  0.6186037016161297  0  
76  184  3  713  11  1  0.6176426143662593  0  
77  187  3  725  12  1  0.6164923408606988  0  
78  190  3  735  10  1  0.6151323424586853  0  
79  193  3  747  12  1  0.6134710417018904  0  
80  194  1  755  8  1  1.0000000000000000  0  
81  195  1  760  5  1  1.0000000000000000  0  
82  196  1  767  7  1  1.0000000000000000  0  
83  197  1  773  6  1  1.0000000000000000  0  
84  198  1  779  6  1  1.0000000000000000  0  
85  199  1  785  6  1  1.0000000000000000  0  
86  200  1  790  5  1  1.0000000000000000  0  
87  201  1  796  6  1  1.0000000000000000  0  
88  202  1  801  5  1  1.0000000000000000  0  
89  203  1  807  6  1  1.0000000000000000  0  
90  204  1  812  5  1  1.0000000000000000  0  
91  205  1  817  5  1  1.0000000000000000  0  
92  206  1  822  5  1  1.0000000000000000  0  
93  207  1  828  6  1  1.0000000000000000  0  
94  210  3  837  9  1  0.6255417352120316  0  
95  213  3  849  12  1  0.6274351280087138  0  
96  216  3  861  12  1  0.6292915038564507  0  
97  219  3  871  10  1  0.6308603600505418  0  
98  222  3  882  11  1  0.6320821075767291  0  
99  225  3  893  11  1  0.6327337459250822  0  
100  228  3  903  10  1  0.6330455125865563  0  
