# Tau   1000fine   1000coarse   100fine   100coarse   10fine   10coarse
0.1  1.18 3.01  1.98 3.47  4.74 6.37
0.01  2.0 3.53  4.96 5.82  4.98 14.61
0.001  4.28 5.85  4.98 14.11  5.0 47.3333333333
