Timesteps  Total_Iterations  Iterations  Total_Iterations_Surrogate_Model  Iterations_Surrogate_Model  Convergence  avgConvRate(0)  deleted_Columns  
1  1  1  4  4  1  1.0000000000000000  0  
2  2  1  8  4  1  1.0000000000000000  0  
3  3  1  11  3  1  1.0000000000000000  0  
4  4  1  15  4  1  1.0000000000000000  0  
5  5  1  19  4  1  1.0000000000000000  0  
6  6  1  23  4  1  1.0000000000000000  0  
7  7  1  27  4  1  1.0000000000000000  0  
8  8  1  31  4  1  1.0000000000000000  0  
9  9  1  34  3  1  1.0000000000000000  0  
10  10  1  38  4  1  1.0000000000000000  0  
11  11  1  41  3  1  1.0000000000000000  0  
12  12  1  45  4  1  1.0000000000000000  0  
13  13  1  48  3  1  1.0000000000000000  0  
14  14  1  52  4  1  1.0000000000000000  0  
15  15  1  55  3  1  1.0000000000000000  0  
16  16  1  58  3  1  1.0000000000000000  0  
17  17  1  62  4  1  1.0000000000000000  0  
18  18  1  65  3  1  1.0000000000000000  0  
19  19  1  69  4  1  1.0000000000000000  0  
20  20  1  72  3  1  1.0000000000000000  0  
21  23  3  78  6  1  0.4193484139498467  0  
22  26  3  85  7  1  0.4372663789439415  0  
23  29  3  92  7  1  0.4448674226858506  0  
24  32  3  99  7  1  0.4494903030648765  0  
25  35  3  106  7  1  0.4528056350513226  0  
26  38  3  113  7  1  0.4553901872529660  0  
27  41  3  120  7  1  0.4575121922235194  0  
28  44  3  127  7  1  0.4593412691259445  0  
29  47  3  134  7  1  0.4609694196419261  0  
30  50  3  141  7  1  0.4624525089758768  0  
31  53  3  148  7  1  0.4638489952659455  0  
32  56  3  155  7  1  0.4651761874909953  0  
33  59  3  162  7  1  0.4664560808072685  0  
34  62  3  169  7  1  0.4677037652097629  0  
35  65  3  176  7  1  0.4689329305521523  0  
36  68  3  183  7  1  0.4701550119610601  0  
37  71  3  190  7  1  0.4713800072120723  0  
38  74  3  197  7  1  0.4726137751937782  0  
39  77  3  203  6  1  0.4738546013776527  0  
40  80  3  209  6  1  0.4751690229877554  0  
41  83  3  215  6  1  0.4765432535876821  0  
42  86  3  221  6  1  0.4779661978446658  0  
43  89  3  227  6  1  0.4794635375417294  0  
44  92  3  233  6  1  0.4810499149950495  0  
45  95  3  240  7  1  0.4826471906512462  0  
46  98  3  245  5  1  0.4845310856129169  0  
47  101  3  252  7  1  0.4864920742332690  0  
48  104  3  258  6  1  0.4887165286055281  0  
49  107  3  264  6  1  0.4912980244366218  0  
50  108  1  268  4  1  1.0000000000000000  0  
51  109  1  272  4  1  1.0000000000000000  0  
52  110  1  276  4  1  1.0000000000000000  0  
53  111  1  280  4  1  1.0000000000000000  0  
54  112  1  284  4  1  1.0000000000000000  0  
55  113  1  288  4  1  1.0000000000000000  0  
56  114  1  291  3  1  1.0000000000000000  0  
57  115  1  295  4  1  1.0000000000000000  0  
58  116  1  298  3  1  1.0000000000000000  0  
59  117  1  302  4  1  1.0000000000000000  0  
60  118  1  305  3  1  1.0000000000000000  0  
61  119  1  309  4  1  1.0000000000000000  0  
62  120  1  312  3  1  1.0000000000000000  0  
63  121  1  316  4  1  1.0000000000000000  0  
64  122  1  319  3  1  1.0000000000000000  0  
65  123  1  323  4  1  1.0000000000000000  0  
66  124  1  326  3  1  1.0000000000000000  0  
67  125  1  329  3  1  1.0000000000000000  0  
68  126  1  333  4  1  1.0000000000000000  0  
69  127  1  337  4  1  1.0000000000000000  0  
70  128  1  340  3  1  1.0000000000000000  0  
71  131  3  347  7  1  0.4196814535699740  0  
72  134  3  354  7  1  0.4375066148090482  0  
73  137  3  361  7  1  0.4449895416631562  0  
74  140  3  368  7  1  0.4495333257863830  0  
75  143  3  375  7  1  0.4528144740679489  0  
76  146  3  382  7  1  0.4553487692839804  0  
77  149  3  389  7  1  0.4574316272539422  0  
78  152  3  396  7  1  0.4592119578191667  0  
79  155  3  403  7  1  0.4608181602471346  0  
80  158  3  410  7  1  0.4622890656453971  0  
81  161  3  417  7  1  0.4636652391198183  0  
82  164  3  424  7  1  0.4649771565094834  0  
83  167  3  431  7  1  0.4662449554522772  0  
84  170  3  438  7  1  0.4674844877921121  0  
85  173  3  445  7  1  0.4687087485137527  0  
86  176  3  452  7  1  0.4699282433764871  0  
87  179  3  459  7  1  0.4711500525085576  0  
88  182  3  466  7  1  0.4723903328800529  0  
89  185  3  473  7  1  0.4736578659911430  0  
90  188  3  479  6  1  0.4749446353608405  0  
91  191  3  485  6  1  0.4763346783473423  0  
92  194  3  491  6  1  0.4777819311143215  0  
93  197  3  497  6  1  0.4793106692487769  0  
94  200  3  504  7  1  0.4808313389683809  0  
95  203  3  511  7  1  0.4825524615765421  0  
96  206  3  517  6  1  0.4844966275951235  0  
97  209  3  524  7  1  0.4864634495623965  0  
98  212  3  530  6  1  0.4887362726303164  0  
99  215  3  536  6  1  0.4913755704092444  0  
100  216  1  540  4  1  1.0000000000000000  0  
