# Tau   1000fine   1000coarse   100fine   100coarse   10fine   10coarse
0.1  1.0 2.01  1.0 2.02  2.16 5.4
0.01  1.0 2.01  1.0 2.73  9.62 37.29
0.001  1.0 2.31  5.74 22.35  0.0 0.0
