Timesteps  Total_Iterations  Iterations  Total_Iterations_Surrogate_Model  Iterations_Surrogate_Model  Convergence  avgConvRate(0)  deleted_Columns  
1  1  1  3  3  1  1.0000000000000000  0  
2  2  1  6  3  1  1.0000000000000000  0  
3  3  1  9  3  1  1.0000000000000000  0  
4  4  1  12  3  1  1.0000000000000000  0  
5  5  1  15  3  1  1.0000000000000000  0  
6  6  1  18  3  1  1.0000000000000000  0  
7  7  1  21  3  1  1.0000000000000000  0  
8  8  1  24  3  1  1.0000000000000000  0  
9  9  1  27  3  1  1.0000000000000000  0  
10  10  1  30  3  1  1.0000000000000000  0  
11  11  1  33  3  1  1.0000000000000000  0  
12  12  1  36  3  1  1.0000000000000000  0  
13  13  1  39  3  1  1.0000000000000000  0  
14  14  1  42  3  1  1.0000000000000000  0  
15  15  1  45  3  1  1.0000000000000000  0  
16  16  1  48  3  1  1.0000000000000000  0  
17  17  1  51  3  1  1.0000000000000000  0  
18  18  1  54  3  1  1.0000000000000000  0  
19  19  1  57  3  1  1.0000000000000000  0  
20  22  3  62  5  1  0.5681287775771030  0  
21  25  3  67  5  1  0.5676786635272357  0  
22  28  3  72  5  1  0.5647236342266988  0  
23  31  3  76  4  1  0.4430719483706502  0  
24  34  3  80  4  1  0.4552667066255939  0  
25  37  3  84  4  1  0.4567541869550869  0  
26  40  3  88  4  1  0.4542353075282552  0  
27  43  3  92  4  1  0.4531933866415344  0  
28  46  3  96  4  1  0.4556475397642961  0  
29  49  3  100  4  1  0.4600270381096067  0  
30  52  3  104  4  1  0.4641088724220246  0  
31  55  3  108  4  1  0.4670247920196203  0  
32  58  3  112  4  1  0.4691113062929234  0  
33  61  3  116  4  1  0.4710715536774668  0  
34  64  3  120  4  1  0.4733471886946277  0  
35  67  3  124  4  1  0.4759496118125242  0  
36  70  3  128  4  1  0.4786732946522816  0  
37  73  3  132  4  1  0.4813632426844954  0  
38  76  3  136  4  1  0.4840101520203455  0  
39  79  3  140  4  1  0.4866970156327489  0  
40  82  3  144  4  1  0.4895150673134778  0  
41  85  3  148  4  1  0.4925065523872976  0  
42  86  1  151  3  1  1.0000000000000000  0  
43  87  1  154  3  1  1.0000000000000000  0  
44  88  1  157  3  1  1.0000000000000000  0  
45  89  1  160  3  1  1.0000000000000000  0  
46  90  1  163  3  1  1.0000000000000000  0  
47  91  1  166  3  1  1.0000000000000000  0  
48  92  1  169  3  1  1.0000000000000000  0  
49  93  1  172  3  1  1.0000000000000000  0  
50  94  1  175  3  1  1.0000000000000000  0  
51  95  1  178  3  1  1.0000000000000000  0  
52  96  1  181  3  1  1.0000000000000000  0  
53  97  1  184  3  1  1.0000000000000000  0  
54  98  1  187  3  1  1.0000000000000000  0  
55  99  1  190  3  1  1.0000000000000000  0  
56  100  1  193  3  1  1.0000000000000000  0  
57  101  1  196  3  1  1.0000000000000000  0  
58  102  1  199  3  1  1.0000000000000000  0  
59  103  1  202  3  1  1.0000000000000000  0  
60  104  1  205  3  1  1.0000000000000000  0  
61  105  1  208  3  1  1.0000000000000000  0  
62  106  1  211  3  1  1.0000000000000000  0  
63  107  1  214  3  1  1.0000000000000000  0  
64  108  1  217  3  1  1.0000000000000000  0  
65  109  1  220  3  1  1.0000000000000000  0  
66  110  1  223  3  1  1.0000000000000000  0  
67  111  1  226  3  1  1.0000000000000000  0  
68  112  1  229  3  1  1.0000000000000000  0  
69  113  1  232  3  1  1.0000000000000000  0  
70  114  1  235  3  1  1.0000000000000000  0  
71  117  3  240  5  1  0.5684717673935555  0  
72  120  3  245  5  1  0.5686012017865520  0  
73  123  3  250  5  1  0.5649232592229190  0  
74  126  3  254  4  1  0.4470146698887826  0  
75  129  3  258  4  1  0.4596275961032266  0  
76  132  3  262  4  1  0.4607408898715627  0  
77  135  3  266  4  1  0.4575522940305797  0  
78  138  3  270  4  1  0.4560082866726313  0  
79  141  3  274  4  1  0.4584392257906766  0  
80  144  3  278  4  1  0.4630312060076976  0  
81  147  3  282  4  1  0.4672502706237858  0  
82  150  3  286  4  1  0.4701617349679059  0  
83  153  3  290  4  1  0.4721717521261020  0  
84  156  3  294  4  1  0.4740708328370869  0  
85  159  3  298  4  1  0.4763506200092508  0  
86  162  3  302  4  1  0.4790126604012661  0  
87  165  3  306  4  1  0.4818185786382339  0  
88  168  3  310  4  1  0.4845896890346073  0  
89  171  3  314  4  1  0.4873196128658397  0  
90  174  3  318  4  1  0.4901048433751979  0  
91  177  3  322  4  1  0.4930448449466907  0  
92  178  1  325  3  1  1.0000000000000000  0  
93  179  1  328  3  1  1.0000000000000000  0  
94  180  1  331  3  1  1.0000000000000000  0  
95  181  1  334  3  1  1.0000000000000000  0  
96  182  1  337  3  1  1.0000000000000000  0  
97  183  1  340  3  1  1.0000000000000000  0  
98  184  1  343  3  1  1.0000000000000000  0  
99  185  1  346  3  1  1.0000000000000000  0  
100  186  1  349  3  1  1.0000000000000000  0  
