Timesteps  Total_Iterations  Iterations  Total_Iterations_Surrogate_Model  Iterations_Surrogate_Model  Convergence  avgConvRate(0)  deleted_Columns  
1  1  1  4  4  1  1.0000000000000000  0  
2  2  1  6  2  1  1.0000000000000000  0  
3  3  1  10  4  1  1.0000000000000000  0  
4  4  1  12  2  1  1.0000000000000000  0  
5  5  1  16  4  1  1.0000000000000000  0  
6  8  3  20  4  1  0.6472190981787168  0  
7  11  3  24  4  1  0.7287776159951679  0  
8  14  3  28  4  1  0.6222745915390908  0  
9  17  3  33  5  1  0.6701375096434873  0  
10  20  3  38  5  1  0.6543774435178309  0  
11  21  1  43  5  1  1.0000000000000000  0  
12  24  3  47  4  1  0.6348004398664333  0  
13  25  1  52  5  1  1.0000000000000000  0  
14  26  1  54  2  1  1.0000000000000000  0  
15  27  1  58  4  1  1.0000000000000000  0  
16  28  1  60  2  1  1.0000000000000000  0  
17  29  1  64  4  1  1.0000000000000000  0  
18  30  1  66  2  1  1.0000000000000000  0  
19  31  1  68  2  1  1.0000000000000000  0  
20  32  1  72  4  1  1.0000000000000000  0  
21  33  1  74  2  1  1.0000000000000000  0  
22  34  1  78  4  1  1.0000000000000000  0  
23  35  1  80  2  1  1.0000000000000000  0  
24  36  1  84  4  1  1.0000000000000000  0  
25  37  1  86  2  1  1.0000000000000000  0  
26  38  1  90  4  1  1.0000000000000000  0  
27  39  1  92  2  1  1.0000000000000000  0  
28  40  1  96  4  1  1.0000000000000000  0  
29  41  1  98  2  1  1.0000000000000000  0  
30  44  3  102  4  1  0.6567840797875248  0  
31  47  3  108  6  1  0.6840637617761808  0  
32  50  3  114  6  1  0.6880060653512379  0  
33  53  3  120  6  1  0.6895954504154280  0  
34  56  3  126  6  1  0.6897348231709819  0  
35  59  3  132  6  1  0.6885664839204642  0  
36  62  3  138  6  1  0.6865157555637820  0  
37  65  3  144  6  1  0.6839861323250720  0  
38  68  3  150  6  1  0.6812446859573988  0  
39  71  3  156  6  1  0.6784482243885313  0  
40  74  3  162  6  1  0.6756892364575489  0  
41  77  3  168  6  1  0.6730245209268588  0  
42  80  3  174  6  1  0.6704883745367002  0  
43  83  3  180  6  1  0.6680984440397053  0  
44  86  3  186  6  1  0.6658593990686468  0  
45  89  3  192  6  1  0.6637662237844411  0  
46  92  3  198  6  1  0.6618073549301218  0  
47  95  3  204  6  1  0.6599673916422703  0  
48  98  3  210  6  1  0.6582291880487715  0  
49  101  3  216  6  1  0.6565753146877812  0  
50  104  3  222  6  1  0.6549889238746497  0  
51  107  3  228  6  1  0.6534541698433279  0  
52  110  3  234  6  1  0.6519563028836078  0  
53  113  3  240  6  1  0.6504815234533428  0  
54  116  3  246  6  1  0.6490167423218636  0  
55  121  5  254  8  1  0.3792278711236335  0  
56  126  5  261  7  1  0.3942483482210908  0  
57  131  5  268  7  1  0.4014310518182536  0  
58  136  5  275  7  1  0.4009760630405110  0  
59  141  5  282  7  1  0.3989230328708926  0  
60  146  5  289  7  1  0.3968856524837102  0  
61  149  3  294  5  1  0.6306305977570708  0  
62  152  3  299  5  1  0.6309309766871701  0  
63  155  3  304  5  1  0.6332847574551727  0  
64  158  3  309  5  1  0.6308525108454320  0  
65  161  3  314  5  1  0.6304842804415067  0  
66  164  3  319  5  1  0.6279087154240637  0  
67  167  3  324  5  1  0.6249009976498439  0  
68  170  3  330  6  1  0.6578304907728979  0  
69  173  3  335  5  1  0.6372790806203127  0  
70  176  3  342  7  1  0.6467379577332230  0  
71  179  3  349  7  1  0.6521712993227629  0  
72  182  3  354  5  1  0.6289676354145243  0  
73  185  3  360  6  1  0.6592436389691583  0  
74  188  3  366  6  1  0.6619121732740314  0  
75  191  3  372  6  1  0.6233526467823922  0  
76  194  3  377  5  1  0.6309804050948827  0  
77  197  3  383  6  1  0.6139996526039124  0  
78  200  3  389  6  1  0.6106253133666983  0  
79  203  3  395  6  1  0.6071738887000433  0  
80  206  3  400  5  1  0.6354787908634294  0  
81  209  3  406  6  1  0.5996559132550281  0  
82  212  3  412  6  1  0.5948390325778050  0  
83  215  3  418  6  1  0.5894604134454330  0  
84  218  3  424  6  1  0.5830887908228245  0  
85  221  3  430  6  1  0.5751878179211701  0  
86  224  3  436  6  1  0.5649448718978672  0  
87  225  1  442  6  1  1.0000000000000000  0  
88  226  1  444  2  1  1.0000000000000000  0  
89  227  1  449  5  1  1.0000000000000000  0  
90  228  1  451  2  1  1.0000000000000000  0  
91  229  1  455  4  1  1.0000000000000000  0  
92  230  1  457  2  1  1.0000000000000000  0  
93  231  1  461  4  1  1.0000000000000000  0  
94  232  1  463  2  1  1.0000000000000000  0  
95  233  1  467  4  1  1.0000000000000000  0  
96  234  1  469  2  1  1.0000000000000000  0  
97  235  1  473  4  1  1.0000000000000000  0  
98  236  1  475  2  1  1.0000000000000000  0  
99  237  1  479  4  1  1.0000000000000000  0  
100  240  3  483  4  1  0.6485844129260085  0  
