# Tau   1000fine   1000coarse   100fine   100coarse   10fine   10coarse
0.1  1.12 2.37  1.96 3.17  4.64 4.02
0.01  1.88 3.1  4.58 3.96  5.38 6.92
0.001  4.58 4.04  6.71794871795 8.30769230769  0.0 0.0
