# Tau   1000fine   1000coarse   100fine   100coarse   10fine   10coarse
0.1  1.0 1.0  1.0 2.0  1.0 2.04
0.01  1.0 1.0  1.0 2.0  4.78 7.9
0.001  1.0 1.0  2.28 4.2  11.0 73.5
