Timesteps  Total_Iterations  Iterations  Total_Iterations_Surrogate_Model  Iterations_Surrogate_Model  Convergence  avgConvRate(0)  deleted_Columns  
1  1  1  4  4  1  1.0000000000000000  0  
2  2  1  6  2  1  1.0000000000000000  0  
3  3  1  10  4  1  1.0000000000000000  0  
4  4  1  12  2  1  1.0000000000000000  0  
5  7  3  16  4  1  0.5858507178849630  0  
6  10  3  21  5  1  0.6172720356937974  0  
7  13  3  25  4  1  0.6479627844782582  0  
8  16  3  30  5  1  0.6282910497223241  0  
9  19  3  35  5  1  0.6347135006028187  0  
10  22  3  40  5  1  0.6232374493247090  0  
11  25  3  45  5  1  0.6330014165752255  0  
12  28  3  49  4  1  0.6394485738842488  0  
13  31  3  54  5  1  0.6556473463476634  0  
14  34  3  59  5  1  0.6193010246166193  0  
15  37  3  64  5  1  0.6317012518828595  0  
16  38  1  69  5  1  1.0000000000000000  0  
17  41  3  73  4  1  0.6252258921544823  0  
18  44  3  78  5  1  0.6248408891052125  0  
19  45  1  82  4  1  1.0000000000000000  0  
20  48  3  84  2  1  0.6262281885513734  0  
21  49  1  89  5  1  1.0000000000000000  0  
22  50  1  91  2  1  1.0000000000000000  0  
23  51  1  95  4  1  1.0000000000000000  0  
24  52  1  97  2  1  1.0000000000000000  0  
25  53  1  101  4  1  1.0000000000000000  0  
26  54  1  103  2  1  1.0000000000000000  0  
27  55  1  105  2  1  1.0000000000000000  0  
28  56  1  107  2  1  1.0000000000000000  0  
29  57  1  111  4  1  1.0000000000000000  0  
30  58  1  113  2  1  1.0000000000000000  0  
31  59  1  117  4  1  1.0000000000000000  0  
32  60  1  119  2  1  1.0000000000000000  0  
33  61  1  123  4  1  1.0000000000000000  0  
34  62  1  125  2  1  1.0000000000000000  0  
35  63  1  129  4  1  1.0000000000000000  0  
36  64  1  131  2  1  1.0000000000000000  0  
37  67  3  135  4  1  0.6214146697269867  0  
38  70  3  140  5  1  0.6118279280237549  0  
39  73  3  145  5  1  0.6346071418686174  0  
40  76  3  150  5  1  0.6095536671746280  0  
41  79  3  155  5  1  0.6314576131483788  0  
42  82  3  160  5  1  0.6136791619031611  0  
43  85  3  165  5  1  0.6408085565992031  0  
44  88  3  171  6  1  0.6383001067343740  0  
45  91  3  176  5  1  0.6259779987377537  0  
46  94  3  181  5  1  0.6335007824380589  0  
47  97  3  186  5  1  0.6209112085400396  0  
48  100  3  191  5  1  0.6352967960177387  0  
49  103  3  196  5  1  0.6204761469946929  0  
50  106  3  201  5  1  0.6336280550643427  0  
51  109  3  206  5  1  0.6221698824911001  0  
52  112  3  211  5  1  0.6306316415534676  0  
53  115  3  216  5  1  0.6238348024720759  0  
54  118  3  221  5  1  0.6274102099595756  0  
55  121  3  226  5  1  0.6247410185864768  0  
56  124  3  231  5  1  0.6256819600792417  0  
57  127  3  236  5  1  0.6259079824550352  0  
58  130  3  241  5  1  0.6255688294071644  0  
59  133  3  246  5  1  0.6275777535340639  0  
60  136  3  251  5  1  0.6262676300000527  0  
61  139  3  256  5  1  0.6287678517412575  0  
62  142  3  261  5  1  0.6276192433967114  0  
63  145  3  266  5  1  0.6244735194489366  0  
64  148  3  272  6  1  0.6367117973634886  0  
65  151  3  276  4  1  0.6203892141910470  0  
66  154  3  281  5  1  0.6290605826926343  0  
67  157  3  286  5  1  0.6292071540424360  0  
68  160  3  291  5  1  0.6298925757840238  0  
69  163  3  296  5  1  0.6289730315267467  0  
70  166  3  300  4  1  0.6356114696955146  0  
71  169  3  305  5  1  0.6153595256111086  0  
72  172  3  310  5  1  0.6254591776717727  0  
73  175  3  315  5  1  0.6201518490836114  0  
74  178  3  319  4  1  0.6256707821284944  0  
75  181  3  324  5  1  0.6171577021572597  0  
76  184  3  328  4  1  0.6123417346158596  0  
77  187  3  333  5  1  0.6339923958944784  0  
78  190  3  338  5  1  0.6108681065660023  0  
79  193  3  343  5  1  0.6288752576433450  0  
80  194  1  348  5  1  1.0000000000000000  0  
81  195  1  350  2  1  1.0000000000000000  0  
82  196  1  354  4  1  1.0000000000000000  0  
83  197  1  356  2  1  1.0000000000000000  0  
84  198  1  360  4  1  1.0000000000000000  0  
85  199  1  362  2  1  1.0000000000000000  0  
86  200  1  366  4  1  1.0000000000000000  0  
87  201  1  368  2  1  1.0000000000000000  0  
88  202  1  372  4  1  1.0000000000000000  0  
89  203  1  374  2  1  1.0000000000000000  0  
90  204  1  378  4  1  1.0000000000000000  0  
91  205  1  380  2  1  1.0000000000000000  0  
92  206  1  384  4  1  1.0000000000000000  0  
93  207  1  386  2  1  1.0000000000000000  0  
94  210  3  390  4  1  0.6229256788667183  0  
95  213  3  395  5  1  0.6206361832912017  0  
96  216  3  400  5  1  0.6278493115033942  0  
97  219  3  405  5  1  0.6246797362681038  0  
98  222  3  410  5  1  0.6318268301518888  0  
99  225  3  415  5  1  0.6287544843712191  0  
100  228  3  420  5  1  0.6331007490775270  0  
