Timesteps  Total_Iterations  Iterations  Total_Iterations_Surrogate_Model  Iterations_Surrogate_Model  Convergence  avgConvRate(0)  deleted_Columns  
1  7  7  40  40  1  0.5855528978683168  0  
2  20  13  117  77  1  0.6530209778501342  0  
3  31  11  186  69  1  0.6146611873257510  0  
4  42  11  260  74  1  0.7893716214110790  0  
5  55  13  344  84  1  0.8098129048543918  0  
6  64  9  412  68  1  0.6440564079360127  0  
7  77  13  497  85  1  0.6033242700060973  0  
8  84  7  555  58  1  0.4694937041532951  0  
9  95  11  635  80  1  0.6363270714068726  0  
10  110  15  735  100  1  0.7243126447466077  0  
