# Tau   1000fine   1000coarse   100fine   100coarse   10fine   10coarse
0.1  1.12 2.37  1.94 3.15  4.64 4.07
0.01  1.88 3.11  4.58 3.97  5.52 8.14
0.001  4.66 4.1  7.76923076923 9.66666666667  0.0 0.0
