# Tau   1000fine   1000coarse   100fine   100coarse   10fine   10coarse
0.1  1.0 1.99  1.0 2.03  1.0 2.99
0.01  1.0 1.99  1.0 2.15  4.58 18.49
0.001  1.0 2.05  2.98 11.74  0.0 0.0
