# Tau   1000fine   1000coarse   100fine   100coarse   10fine   10coarse
0.1  1.0 1.0  1.0 1.06  1.86 3.49
0.01  1.0 1.0  1.0 1.18  8.12 22.73
0.001  1.0 1.0  6.45679012346 19.4197530864  0.0 0.0
