Timesteps  Total_Iterations  Iterations  Total_Iterations_Surrogate_Model  Iterations_Surrogate_Model  Convergence  avgConvRate(0)  deleted_Columns  
1  1  1  7  7  1  1.0000000000000000  0  
2  2  1  9  2  1  1.0000000000000000  0  
3  3  1  16  7  1  1.0000000000000000  0  
4  4  1  19  3  1  1.0000000000000000  0  
5  5  1  26  7  1  1.0000000000000000  0  
6  8  3  37  11  1  0.6429932397956942  0  
7  11  3  48  11  1  0.6529632765643760  0  
8  14  3  59  11  1  0.6613391669625429  0  
9  17  3  71  12  1  0.6685194110630027  0  
10  20  3  83  12  1  0.6744156079601300  0  
11  21  1  91  8  1  1.0000000000000000  0  
12  24  3  101  10  1  0.6722679375204005  0  
13  25  1  109  8  1  1.0000000000000000  0  
14  26  1  114  5  1  1.0000000000000000  0  
15  27  1  119  5  1  1.0000000000000000  0  
16  28  1  126  7  1  1.0000000000000000  0  
17  29  1  131  5  1  1.0000000000000000  0  
18  30  1  137  6  1  1.0000000000000000  0  
19  31  1  143  6  1  1.0000000000000000  0  
20  32  1  148  5  1  1.0000000000000000  0  
21  33  1  154  6  1  1.0000000000000000  0  
22  34  1  159  5  1  1.0000000000000000  0  
23  35  1  165  6  1  1.0000000000000000  0  
24  36  1  170  5  1  1.0000000000000000  0  
25  37  1  176  6  1  1.0000000000000000  0  
26  38  1  182  6  1  1.0000000000000000  0  
27  39  1  187  5  1  1.0000000000000000  0  
28  40  1  193  6  1  1.0000000000000000  0  
29  41  1  198  5  1  1.0000000000000000  0  
30  44  3  210  12  1  0.6133920198919842  0  
31  47  3  223  13  1  0.6232641507956834  0  
32  50  3  236  13  1  0.6301333111680878  0  
33  53  3  249  13  1  0.6358820382552181  0  
34  56  3  262  13  1  0.6404764656765477  0  
35  59  3  275  13  1  0.6438887647967466  0  
36  62  3  288  13  1  0.6463072179246018  0  
37  65  3  301  13  1  0.6479075509373795  0  
38  68  3  314  13  1  0.6489674510484998  0  
39  71  3  327  13  1  0.6496154736832793  0  
40  74  3  340  13  1  0.6499873818888661  0  
41  77  3  353  13  1  0.6502038441564736  0  
42  80  3  366  13  1  0.6502987237959091  0  
43  83  3  379  13  1  0.6503314883012138  0  
44  86  3  392  13  1  0.6503277608387834  0  
45  89  3  405  13  1  0.6503101964872972  0  
46  92  3  418  13  1  0.6502834883550178  0  
47  95  3  431  13  1  0.6502613928021113  0  
48  98  3  443  12  1  0.6502594411083438  0  
49  101  3  455  12  1  0.6502061531058331  0  
50  104  3  467  12  1  0.6501753285819799  0  
51  107  3  479  12  1  0.6501503142151128  0  
52  110  3  490  11  1  0.6501173145786787  0  
53  113  3  502  12  1  0.6500364022220848  0  
54  116  3  514  12  1  0.6499761434087435  0  
55  121  5  531  17  1  0.3917299435812330  0  
56  126  5  549  18  1  0.3915737251344045  0  
57  131  5  565  16  1  0.3911577262174277  0  
58  136  5  582  17  1  0.3908717985746277  0  
59  141  5  600  18  1  0.3905354286624130  0  
60  146  5  617  17  1  0.3902749794246553  0  
61  151  5  635  18  1  0.3899342262347686  0  
62  156  5  652  17  1  0.3895475169683485  0  
63  161  5  669  17  1  0.3890234621971826  0  
64  164  3  681  12  1  0.6443737980266077  0  
65  167  3  694  13  1  0.6462971205109191  0  
66  170  3  707  13  1  0.6474179834610405  0  
67  173  3  720  13  1  0.6482547724459184  0  
68  176  3  733  13  1  0.6488480759769641  0  
69  179  3  745  12  1  0.6491901739362834  0  
70  182  3  758  13  1  0.6492489462309915  0  
71  185  3  771  13  1  0.6491100621091441  0  
72  188  3  784  13  1  0.6487545100782539  0  
73  191  3  796  12  1  0.6482096277121558  0  
74  194  3  809  13  1  0.6475273068447264  0  
75  197  3  821  12  1  0.6466623155068234  0  
76  200  3  833  12  1  0.6457405723671407  0  
77  203  3  846  13  1  0.6446778285286815  0  
78  206  3  859  13  1  0.6434776699285987  0  
79  209  3  870  11  1  0.6421486821702855  0  
80  212  3  882  12  1  0.6406745179022396  0  
81  215  3  895  13  1  0.6389715611942306  0  
82  218  3  907  12  1  0.6370124554857862  0  
83  221  3  919  12  1  0.6347005216956711  0  
84  224  3  930  11  1  0.6319118864034857  0  
85  227  3  943  13  1  0.6283514370552460  0  
86  228  1  951  8  1  1.0000000000000000  0  
87  229  1  958  7  1  1.0000000000000000  0  
88  230  1  964  6  1  1.0000000000000000  0  
89  231  1  971  7  1  1.0000000000000000  0  
90  232  1  977  6  1  1.0000000000000000  0  
91  233  1  983  6  1  1.0000000000000000  0  
92  234  1  989  6  1  1.0000000000000000  0  
93  235  1  995  6  1  1.0000000000000000  0  
94  236  1  1001  6  1  1.0000000000000000  0  
95  237  1  1006  5  1  1.0000000000000000  0  
96  238  1  1012  6  1  1.0000000000000000  0  
97  239  1  1017  5  1  1.0000000000000000  0  
98  240  1  1023  6  1  1.0000000000000000  0  
99  243  3  1034  11  1  0.6451256868675621  0  
100  246  3  1045  11  1  0.6516384654492483  0  
