# Tau   1000fine   1000coarse   100fine   100coarse   10fine   10coarse
0.1  1.0 2.01  1.0 2.02  1.0 3.71
0.01  1.0 2.01  1.0 2.64  4.94 20.07
0.001  1.0 2.16  2.46 10.45  0.0 0.0
