Timesteps  Total_Iterations  Iterations  Total_Iterations_Surrogate_Model  Iterations_Surrogate_Model  Convergence  avgConvRate(0)  deleted_Columns  
1  3  3  12  12  1  0.7293234056735737  0  
2  8  5  29  17  1  0.4419579997439101  0  
3  13  5  47  18  1  0.4221199410524108  0  
4  18  5  64  17  1  0.3990863226740765  0  
5  23  5  83  19  1  0.3747336690641732  0  
6  28  5  103  20  1  0.3569279107714831  0  
7  33  5  123  20  1  0.3577983749961830  0  
8  38  5  143  20  1  0.3728277837636135  0  
9  43  5  162  19  1  0.3902225186373525  0  
10  48  5  181  19  1  0.4056786141555406  0  
11  53  5  200  19  1  0.4188778693602662  0  
12  58  5  220  20  1  0.4300990883197167  0  
13  63  5  239  19  1  0.4398035125705893  0  
14  68  5  258  19  1  0.4483746316179791  0  
15  73  5  278  20  1  0.4561809341991021  0  
16  78  5  298  20  1  0.4634694531356578  0  
17  83  5  317  19  1  0.4704487196970288  0  
18  88  5  337  20  1  0.4774541929080969  0  
19  93  5  356  19  1  0.4845302257655527  0  
20  98  5  376  20  1  0.4919439218579682  0  
21  103  5  396  20  1  0.4998738152426319  0  
22  108  5  416  20  1  0.5085034964536559  0  
23  113  5  438  22  1  0.5181152878285135  0  
24  118  5  458  20  1  0.5290093940775786  0  
25  123  5  479  21  1  0.5415336304131327  0  
26  128  5  500  21  1  0.5560588328647045  0  
27  133  5  521  21  1  0.5725609991988659  0  
28  138  5  542  21  1  0.5897520011433867  0  
29  143  5  563  21  1  0.6180377299257747  0  
30  146  3  579  16  1  0.5019391687748207  0  
31  149  3  594  15  1  0.6993039598512828  0  
32  154  5  615  21  1  0.6887688980362889  0  
33  159  5  635  20  1  0.6219329875152000  0  
34  164  5  656  21  1  0.5780332784175113  0  
35  169  5  677  21  1  0.5455386432278417  0  
36  174  5  697  20  1  0.5196502561153012  0  
37  179  5  717  20  1  0.4979694627370442  0  
38  184  5  736  19  1  0.4791820111666220  0  
39  189  5  755  19  1  0.4624379576790975  0  
40  194  5  774  19  1  0.4472632523290287  0  
41  199  5  793  19  1  0.4332360221269517  0  
42  204  5  813  20  1  0.4200863549175137  0  
43  209  5  834  21  1  0.4076546724807629  0  
44  214  5  854  20  1  0.3957662829689373  0  
45  219  5  874  20  1  0.3842920390522226  0  
46  224  5  893  19  1  0.3732043783982522  0  
47  229  5  913  20  1  0.3623709885776608  0  
48  234  5  933  20  1  0.3518673820450031  0  
49  239  5  954  21  1  0.3417437440626583  0  
50  244  5  975  21  1  0.3321505902085153  0  
51  249  5  996  21  1  0.3233430400361764  0  
52  254  5  1017  21  1  0.3157116164124892  0  
53  259  5  1037  20  1  0.3097678096732847  0  
54  264  5  1057  20  1  0.3058947726895840  0  
55  269  5  1077  20  1  0.3043167690373319  0  
56  274  5  1097  20  1  0.3048324458949832  0  
57  279  5  1118  21  1  0.3069709972783077  0  
58  284  5  1139  21  1  0.3101624343457748  0  
59  289  5  1160  21  1  0.3139288427638621  0  
60  294  5  1181  21  1  0.3179324281530435  0  
61  299  5  1202  21  1  0.3219536960410276  0  
62  304  5  1223  21  1  0.3258737855020777  0  
63  309  5  1244  21  1  0.3296179049393407  0  
64  314  5  1265  21  1  0.3331508848680885  0  
65  319  5  1285  20  1  0.3364724680420758  0  
66  324  5  1305  20  1  0.3396027805252311  0  
67  329  5  1325  20  1  0.3425138443113555  0  
68  334  5  1347  22  1  0.3452505183365608  0  
69  339  5  1368  21  1  0.3477783762204379  0  
70  344  5  1390  22  1  0.3501479362647656  0  
71  349  5  1411  21  1  0.3523551532399536  0  
72  354  5  1432  21  1  0.3544090354829479  0  
73  359  5  1453  21  1  0.3562973359414756  0  
74  364  5  1474  21  1  0.3580279619980231  0  
75  369  5  1495  21  1  0.3596664867847591  0  
76  374  5  1516  21  1  0.3611285295738106  0  
77  379  5  1537  21  1  0.3624867399479204  0  
78  384  5  1557  20  1  0.3637173901102594  0  
79  389  5  1577  20  1  0.3648088387488055  0  
80  394  5  1599  22  1  0.3658186630848975  0  
81  399  5  1620  21  1  0.3666817795159442  0  
82  404  5  1641  21  1  0.3674623521554145  0  
83  409  5  1661  20  1  0.3680892000709725  0  
84  414  5  1682  21  1  0.3686306618779852  0  
85  419  5  1703  21  1  0.3690690528430163  0  
86  424  5  1724  21  1  0.3694140165984203  0  
87  429  5  1745  21  1  0.3696956031332780  0  
88  434  5  1765  20  1  0.3699359551989017  0  
89  439  5  1785  20  1  0.3701681608830027  0  
90  444  5  1806  21  1  0.3704693137259996  0  
91  449  5  1827  21  1  0.3708863406653717  0  
92  454  5  1848  21  1  0.3715520920941446  0  
93  459  5  1868  20  1  0.3725707617354714  0  
94  464  5  1888  20  1  0.3741564713258541  0  
95  469  5  1907  19  1  0.3764377284258232  0  
96  474  5  1928  21  1  0.3796282114915362  0  
97  479  5  1947  19  1  0.3838682990561349  0  
98  484  5  1967  20  1  0.3892509535484538  0  
99  489  5  1987  20  1  0.3957885186137353  0  
100  494  5  2007  20  1  0.4034243527993061  0  
