Timesteps  Total_Iterations  Iterations  Total_Iterations_Surrogate_Model  Iterations_Surrogate_Model  Convergence  avgConvRate(0)  deleted_Columns  
1  3  3  5  5  1  0.6691120431060198  0  
2  8  5  12  7  1  0.4128990183941049  0  
3  13  5  17  5  1  0.4889438312103734  0  
4  18  5  23  6  1  0.4009107161867257  0  
5  19  1  28  5  1  1.0000000000000000  0  
6  22  3  34  6  1  0.6308448719472272  0  
7  27  5  41  7  1  0.4436171548051345  0  
8  32  5  48  7  1  0.4330581822610198  0  
9  37  5  55  7  1  0.5158520650057427  0  
10  40  3  60  5  1  0.6404765826343917  0  
11  43  3  65  5  1  0.5993223482121756  0  
12  44  1  70  5  1  1.0000000000000000  0  
13  47  3  76  6  1  0.6518466793961686  0  
14  52  5  83  7  1  0.4872169915339764  0  
15  57  5  91  8  1  0.4992088856078943  0  
16  62  5  98  7  1  0.5065949198550688  0  
17  65  3  103  5  1  0.7281913361598171  0  
18  68  3  108  5  1  0.5788945781734474  0  
19  71  3  113  5  1  0.4209240326373547  0  
20  74  3  118  5  1  0.6049715724588781  0  
21  77  3  123  5  1  0.6614685258481582  0  
22  80  3  128  5  1  0.6788632124192793  0  
23  83  3  133  5  1  0.6840514807266294  0  
24  86  3  138  5  1  0.6642726206844625  0  
25  89  3  142  4  1  0.6361804332721477  0  
26  92  3  147  5  1  0.5805437461493013  0  
27  95  3  152  5  1  0.6194766439491102  0  
28  98  3  156  4  1  0.6349978994244809  0  
29  101  3  163  7  1  0.6189820671337847  0  
30  104  3  168  5  1  0.6391689199022709  0  
31  107  3  173  5  1  0.6021466823175202  0  
32  110  3  178  5  1  0.4944816940151588  0  
33  111  1  183  5  1  1.0000000000000000  0  
34  114  3  188  5  1  0.6526980973048991  0  
35  115  1  193  5  1  1.0000000000000000  0  
36  116  1  195  2  1  1.0000000000000000  0  
37  117  1  200  5  1  1.0000000000000000  0  
38  118  1  202  2  1  1.0000000000000000  0  
39  121  3  206  4  1  0.7616029052884121  0  
40  124  3  211  5  1  0.7363731757420031  0  
41  127  3  216  5  1  0.7935742204273920  0  
42  128  1  221  5  1  1.0000000000000000  0  
43  131  3  227  6  1  0.7269250102579601  0  
44  134  3  233  6  1  0.7113569131271974  0  
45  139  5  241  8  1  0.4338411532490939  0  
46  144  5  248  7  1  0.3461007826495920  0  
47  149  5  256  8  1  0.4174057484461877  0  
48  154  5  262  6  1  0.4645987950021280  0  
49  159  5  268  6  1  0.4335124100251763  0  
50  164  5  274  6  1  0.4448912968671958  0  
51  169  5  280  6  1  0.4361952793796918  0  
52  174  5  286  6  1  0.4034408615603911  0  
53  179  5  292  6  1  0.3922634493524027  0  
54  184  5  298  6  1  0.4466717000561638  0  
55  189  5  304  6  1  0.4941199247519575  0  
56  194  5  312  8  1  0.4075853664625521  0  
57  199  5  318  6  1  0.4455968817099918  0  
58  204  5  326  8  1  0.4265317446661793  0  
59  209  5  334  8  1  0.4386300032548252  0  
60  214  5  342  8  1  0.4306920492737636  0  
61  219  5  350  8  1  0.4690126777440549  0  
62  224  5  357  7  1  0.5009829574828212  0  
63  229  5  365  8  1  0.4563252842501517  0  
64  234  5  372  7  1  0.4664302351224358  0  
65  239  5  379  7  1  0.4781505209173320  0  
66  244  5  386  7  1  0.4952500459152277  0  
67  249  5  394  8  1  0.4700995198663539  0  
68  254  5  401  7  1  0.4873748440550255  0  
69  259  5  409  8  1  0.4756781094680632  0  
70  264  5  416  7  1  0.4877304691901253  0  
71  269  5  426  10  1  0.4916584172599191  0  
72  274  5  433  7  1  0.4964194178434333  0  
73  279  5  440  7  1  0.5101468297953872  0  
74  284  5  447  7  1  0.5127999264669141  0  
75  289  5  455  8  1  0.5019382726110787  0  
76  294  5  462  7  1  0.5009177252444085  0  
77  299  5  469  7  1  0.5085394602176114  0  
78  304  5  477  8  1  0.5078335105143531  0  
79  309  5  484  7  1  0.5044238210941481  0  
80  314  5  491  7  1  0.5100349366570019  0  
81  319  5  498  7  1  0.5111739513545873  0  
82  324  5  505  7  1  0.5080972931769008  0  
83  329  5  512  7  1  0.5066333983241150  0  
84  334  5  519  7  1  0.5117031268469366  0  
85  337  3  524  5  1  0.6839834200383046  0  
86  340  3  529  5  1  0.6707985603677858  0  
87  343  3  534  5  1  0.6414052558060735  0  
88  346  3  539  5  1  0.6411293691129881  0  
89  349  3  544  5  1  0.6519920196523195  0  
90  352  3  549  5  1  0.6656698741140300  0  
91  353  1  554  5  1  1.0000000000000000  0  
92  356  3  559  5  1  0.7236354204278586  0  
93  357  1  564  5  1  1.0000000000000000  0  
94  358  1  566  2  1  1.0000000000000000  0  
95  359  1  570  4  1  1.0000000000000000  0  
96  362  3  575  5  1  0.7458392298353923  0  
97  365  3  580  5  1  0.7710093619459693  0  
98  368  3  586  6  1  0.7531782288148353  0  
99  371  3  592  6  1  0.7494196138283260  0  
100  374  3  598  6  1  0.7424812894962817  0  
