# Tau   1000fine   1000coarse   100fine   100coarse   10fine   10coarse
0.1  1.0 1.0  1.0 1.06  1.0 2.98
0.01  1.0 1.0  1.0 1.18  3.93181818182 9.04545454545
0.001  1.0 1.0  2.34 5.93  7.0 50.3333333333
