Timesteps  Total_Iterations  Iterations  Total_Iterations_Surrogate_Model  Iterations_Surrogate_Model  Convergence  avgConvRate(0)  deleted_Columns  
1  1  1  4  4  1  1.0000000000000000  0  
2  2  1  9  5  1  1.0000000000000000  0  
3  3  1  13  4  1  1.0000000000000000  0  
4  4  1  17  4  1  1.0000000000000000  0  
5  5  1  21  4  1  1.0000000000000000  0  
6  6  1  26  5  1  1.0000000000000000  0  
7  7  1  30  4  1  1.0000000000000000  0  
8  8  1  35  5  1  1.0000000000000000  0  
9  9  1  40  5  1  1.0000000000000000  0  
10  12  3  49  9  1  0.7457706798423172  0  
11  13  1  53  4  1  1.0000000000000000  0  
12  14  1  57  4  1  1.0000000000000000  0  
13  15  1  62  5  1  1.0000000000000000  0  
14  16  1  66  4  1  1.0000000000000000  0  
15  17  1  70  4  1  1.0000000000000000  0  
16  18  1  74  4  1  1.0000000000000000  0  
17  19  1  78  4  1  1.0000000000000000  0  
18  22  3  86  8  1  0.5535645757165802  0  
19  25  3  95  9  1  0.5444543564284618  0  
20  28  3  104  9  1  0.4729467009858464  0  
21  31  3  113  9  1  0.5779862084749874  0  
22  34  3  123  10  1  0.8096151463353851  0  
23  37  3  132  9  1  0.8808304599162048  0  
24  40  3  140  8  1  0.8285317915597542  0  
25  43  3  148  8  1  0.5377183384072898  0  
26  46  3  157  9  1  0.5596729604440073  0  
27  49  3  167  10  1  0.6637138521882264  0  
28  54  5  179  12  1  0.5661119832954019  0  
29  59  5  191  12  1  0.5788112169567992  0  
30  64  5  203  12  1  0.6057078484858507  0  
31  71  7  219  16  1  0.5002128282569660  0  
32  78  7  236  17  1  0.5008222618276924  0  
33  83  5  248  12  1  0.6271582132055571  0  
34  90  7  266  18  1  0.4861667334739316  0  
35  97  7  284  18  1  0.6397677630751804  0  
36  104  7  303  19  1  0.6001315846829939  0  
37  111  7  320  17  1  0.5945945460628516  0  
38  114  3  330  10  1  0.6308577000964131  0  
39  119  5  345  15  1  0.5795925290864413  0  
40  124  5  360  15  1  0.4498052288281459  0  
41  129  5  377  17  1  0.4344746473314251  0  
42  136  7  396  19  1  0.3715981299136947  0  
43  143  7  415  19  1  0.4241154723713300  0  
44  150  7  434  19  1  0.4038746564498032  0  
45  157  7  455  21  1  0.4734080063814821  0  
46  166  9  480  25  1  0.4475215070044241  1  
47  173  7  502  22  1  0.6014519193280066  0  
48  180  7  523  21  1  0.6008513194776079  0  
49  187  7  544  21  1  0.5949420100454703  0  
50  194  7  564  20  1  0.6013292943382281  0  
51  201  7  580  16  1  0.5921390581896321  0  
52  208  7  600  20  1  0.6158485247205892  0  
53  217  9  625  25  1  0.6076181866670871  1  
54  228  11  653  28  1  0.5764078215022909  2  
55  237  9  679  26  1  0.5284821641923176  1  
56  244  7  701  22  1  0.3268177729026689  0  
57  251  7  723  22  1  0.4156515323285574  0  
58  260  9  748  25  1  0.3709589115489340  1  
59  267  7  771  23  1  0.4691234999991323  0  
60  278  11  802  31  1  0.4922192169124317  2  
61  289  11  834  32  1  0.5269408318195806  2  
62  300  11  868  34  1  0.5306770836695928  2  
63  311  11  902  34  1  0.5217669097197777  2  
64  320  9  928  26  1  0.5037562542339786  1  
65  331  11  959  31  1  0.5357038659420794  2  
66  342  11  992  33  1  0.5321230602824222  2  
67  353  11  1026  34  1  0.5225955757615425  2  
68  366  13  1064  38  1  0.5423950918735826  3  
69  377  11  1096  32  1  0.4473154800093943  2  
70  388  11  1131  35  1  0.4863640909345032  2  
71  397  9  1161  30  1  0.4498974753786587  1  
72  408  11  1197  36  1  0.4820123647753838  2  
73  419  11  1235  38  1  0.4922005975711239  2  
74  432  13  1276  41  1  0.5156866408739207  3  
75  445  13  1320  44  1  0.5079381958374860  3  
76  458  13  1363  43  1  0.4560157765139235  3  
77  467  9  1397  34  1  0.3970121076072735  1  
78  478  11  1434  37  1  0.5229394227194042  2  
79  493  15  1479  45  1  0.4696254203272325  4  
80  508  15  1526  47  1  0.4310264704900101  4  
81  523  15  1573  47  1  0.4353693889796176  4  
