# Tau   1000fine   1000coarse   100fine   100coarse   10fine   10coarse
0.1  1.9 3.61  6.38 8.41  7.28 20.36
0.01  5.82 7.5  8.72 15.31  15.26 85.79
0.001  7.78 15.54  13.26 68.58  0.0 0.0
