# Tau   1000fine   1000coarse   100fine   100coarse   10fine   10coarse
0.1  1.28 2.16  2.82 2.93  5.72 5.34
0.01  2.06 2.68  5.0 4.43  10.6 23.92
0.001  3.9 4.49  9.88 19.38  0.0 0.0
