Timesteps  Total_Iterations  Iterations  Total_Iterations_Surrogate_Model  Iterations_Surrogate_Model  Convergence  avgConvRate(0)  deleted_Columns  
1  3  3  7  7  1  0.6666191658727798  0  
2  8  5  15  8  1  0.4134991176133654  0  
3  13  5  24  9  1  0.3841010946422870  0  
4  18  5  34  10  1  0.4549129628622888  0  
5  19  1  39  5  1  1.0000000000000000  0  
6  22  3  47  8  1  0.6226365519350127  0  
7  27  5  56  9  1  0.4695334914365616  0  
8  32  5  66  10  1  0.4613520600848301  0  
9  37  5  77  11  1  0.4753694940909947  0  
10  40  3  86  9  1  0.6516134820489755  0  
11  43  3  95  9  1  0.6655714589883981  0  
12  44  1  99  4  1  1.0000000000000000  0  
13  47  3  108  9  1  0.5981928135230129  0  
14  52  5  118  10  1  0.4522907232250437  0  
15  57  5  130  12  1  0.4751723038646635  0  
16  62  5  141  11  1  0.4555805015020228  0  
17  65  3  150  9  1  0.7197510106634848  0  
18  68  3  158  8  1  0.5646714267861386  0  
19  69  1  163  5  1  1.0000000000000000  0  
20  72  3  171  8  1  0.6307261458280896  0  
21  75  3  179  8  1  0.6714468508669723  0  
22  80  5  190  11  1  0.5562707991175669  0  
23  83  3  199  9  1  0.6839257502197774  0  
24  86  3  208  9  1  0.6607986773140416  0  
25  89  3  216  8  1  0.5981006534458810  0  
26  92  3  224  8  1  0.5852703725494446  0  
27  95  3  232  8  1  0.6387985631508021  0  
28  98  3  240  8  1  0.6570081465267108  0  
29  101  3  247  7  1  0.6584400416278671  0  
30  104  3  255  8  1  0.6092101608748699  0  
31  107  3  263  8  1  0.5299228525855545  0  
32  110  3  271  8  1  0.4950677592852130  0  
33  113  3  279  8  1  0.5605251298507744  0  
34  116  3  286  7  1  0.5848616293965526  0  
35  117  1  290  4  1  1.0000000000000000  0  
36  118  1  295  5  1  1.0000000000000000  0  
37  119  1  300  5  1  1.0000000000000000  0  
38  122  3  308  8  1  0.6656814717207720  0  
39  125  3  317  9  1  0.7514589828270930  0  
40  128  3  326  9  1  0.7842642743502223  0  
41  129  1  331  5  1  1.0000000000000000  0  
42  130  1  335  4  1  1.0000000000000000  0  
43  133  3  344  9  1  0.7234388130317664  0  
44  136  3  352  8  1  0.6974490863817135  0  
45  141  5  361  9  1  0.4608980856056283  0  
46  146  5  371  10  1  0.4413148284074781  0  
47  151  5  381  10  1  0.4078155237319971  0  
48  156  5  391  10  1  0.3880461007421218  0  
49  161  5  401  10  1  0.3734088314481435  0  
50  166  5  411  10  1  0.3661481842109044  0  
51  171  5  420  9  1  0.4596504453455314  0  
52  176  5  430  10  1  0.3836487239209342  0  
53  181  5  440  10  1  0.4027612702632988  0  
54  186  5  450  10  1  0.4178856090021573  0  
55  191  5  460  10  1  0.4397973180622957  0  
56  196  5  470  10  1  0.4562290185888413  0  
57  201  5  481  11  1  0.3770695303580933  0  
58  206  5  492  11  1  0.3904322620405862  0  
59  211  5  503  11  1  0.3944968182992943  0  
60  216  5  514  11  1  0.3920869699200297  0  
61  221  5  525  11  1  0.3890581342975989  0  
62  226  5  536  11  1  0.4505943041970089  0  
63  231  5  547  11  1  0.3963784332410400  0  
64  236  5  558  11  1  0.4057251153265036  0  
65  241  5  569  11  1  0.4125941388244593  0  
66  246  5  580  11  1  0.4155952908024773  0  
67  251  5  591  11  1  0.4732998133322178  0  
68  256  5  602  11  1  0.4696675568710902  0  
69  261  5  613  11  1  0.4761426287934848  0  
70  266  5  624  11  1  0.4226815550454250  0  
71  271  5  634  10  1  0.4836052884772689  0  
72  276  5  644  10  1  0.4925716389432594  0  
73  281  5  653  9  1  0.4086453786222543  0  
74  286  5  664  11  1  0.4932551595755740  0  
75  291  5  675  11  1  0.4944826108299727  0  
76  296  5  684  9  1  0.4159088776380512  0  
77  301  5  694  10  1  0.5149845968141912  0  
78  306  5  704  10  1  0.5267441470260882  0  
79  311  5  714  10  1  0.5206992834267943  0  
80  316  5  724  10  1  0.5195770922217614  0  
81  321  5  734  10  1  0.5279713610443119  0  
82  326  5  745  11  1  0.5272145059902376  0  
83  331  5  756  11  1  0.5361230794669932  0  
84  334  3  764  8  1  0.6818100209243824  0  
85  337  3  772  8  1  0.6729500438089583  0  
86  340  3  780  8  1  0.6603914520594654  0  
87  343  3  788  8  1  0.6513721147376604  0  
88  346  3  796  8  1  0.6505128453421537  0  
