Timesteps  Total_Iterations  Iterations  Convergence  avgConvRate(0)  avgConvRate(1)  deleted_Columns  
1  26  26  1  0.6768932841299069  0.6126658255247669  0  
2  43  17  1  0.5629159751591816  0.5500333290687884  0  
3  64  21  1  0.6343074931995879  0.5822222307831354  0  
4  85  21  1  0.5303528234992706  0.6217248722700888  0  
5  104  19  1  0.6060560441609554  0.5922246754866979  0  
6  124  20  1  0.5745312071087855  0.6216282620949354  0  
7  142  18  1  0.5677382043622714  0.5827044630115313  0  
8  161  19  1  0.5199322946581375  0.6134583567877216  0  
9  179  18  1  0.5512395771368340  0.5814704561455939  0  
10  197  18  1  0.6006045387169323  0.5740052611514470  0  
11  214  17  1  0.5769323895565082  0.5815988754544529  0  
12  230  16  1  0.5302590394602917  0.5593063313628158  0  
13  247  17  1  0.5495723480484881  0.5443878903063754  0  
14  264  17  1  0.5613272766529966  0.5475950920461441  0  
15  278  14  1  0.5216697514250167  0.5224078947644157  0  
16  293  15  1  0.5438762481892283  0.5071177628081813  0  
17  309  16  1  0.5486735546135013  0.5456146098808923  0  
18  322  13  1  0.4892082840869762  0.4755708059938366  0  
19  337  15  1  0.5040519134180983  0.5668604715746364  0  
20  352  15  1  0.5599061585982603  0.4899693111494424  0  
21  363  11  1  0.4582615532436288  0.4107660967663772  0  
22  378  15  1  0.5663485301124539  0.5381633606022274  0  
23  392  14  1  0.5684431345833231  0.4938795237620442  0  
24  408  16  1  0.5835191496861685  0.5253455374427447  0  
25  420  12  1  0.5317667278104238  0.3775559162380104  0  
26  434  14  1  0.5969716326874911  0.4928307376258917  0  
27  447  13  1  0.4913027436430100  0.4386806402324368  0  
28  462  15  1  0.5948134715395417  0.4834732527950141  0  
29  473  11  1  0.5226365590664320  0.3920711328870363  0  
30  488  15  1  0.5713709255004973  0.4156251705107649  0  
31  499  11  1  0.4634162019056246  0.3858531319543317  0  
32  514  15  1  0.5314696748416919  0.4878790715272224  0  
33  524  10  1  0.4872036783378962  0.3634947707175686  0  
34  539  15  1  0.5651001988854035  0.4986667717795674  0  
35  549  10  1  0.4499302828651519  0.3370696695627232  0  
36  564  15  1  0.5794198309269225  0.5032686113070233  0  
37  574  10  1  0.4052711209201390  0.3790429729480935  0  
38  589  15  1  0.5572729156106970  0.5137256214331243  0  
39  599  10  1  0.4621894866335800  0.3694320691944613  0  
40  615  16  1  0.5798028031853063  0.4927714344310341  0  
41  626  11  1  0.3983425102857798  0.4091659218139791  0  
42  642  16  1  0.5460490265200921  0.5289879369965808  0  
43  652  10  1  0.3918240748805366  0.3373082361780769  0  
44  666  14  1  0.5583532942813166  0.4632890368731742  0  
45  678  12  1  0.4869992237645935  0.4311774709179696  0  
46  692  14  1  0.5243667176071736  0.4735370081394306  0  
47  704  12  1  0.4547161864616209  0.4209688119549493  0  
48  717  13  1  0.4864674581294587  0.4428929001280599  0  
49  730  13  1  0.5014355152090343  0.4566004881796258  0  
50  745  15  1  0.5480280208258864  0.5249750006712103  0  
51  759  14  1  0.4827462205154517  0.4544629460362899  0  
52  770  11  1  0.4490661941595658  0.4122503437510185  0  
53  784  14  1  0.5246909216479450  0.4607876482558180  0  
54  798  14  1  0.4544375972731277  0.4990582546524288  0  
