Timesteps  Total_Iterations  Iterations  Convergence  avgConvRate(0)  avgConvRate(1)  deleted_Columns  
1  5  5  1  0.0878185176178447  0.0328021585045047  0  
2  8  3  1  0.0323178190875845  0.0119269770511333  0  
3  12  4  1  0.0986660685352565  0.0291331088667548  0  
4  15  3  1  0.0192854586568019  0.0810181436599324  0  
5  18  3  1  0.0263687152878387  0.1687912568128005  0  
6  21  3  1  0.0100353769797709  0.0212398248745348  0  
7  24  3  1  0.0222739259900689  0.0638418196216195  0  
8  27  3  1  0.0038944919765866  0.0097891135269284  0  
9  30  3  1  0.0065060924094142  0.0262123373100614  0  
10  33  3  1  0.0023991409379112  0.0056606645153712  0  
11  36  3  1  0.0065762701475248  0.0231071823746279  0  
12  39  3  1  0.0012114187783707  0.0100274785644257  0  
13  42  3  1  0.0052365910765340  0.0095043759172988  0  
14  45  3  1  0.0053247326908479  0.0159995742088656  0  
15  48  3  1  0.0026824753593978  0.0072392595979003  0  
16  51  3  1  0.0053461853777002  0.0164165958004447  0  
17  54  3  1  0.0013993893629970  0.0051818048124546  0  
18  57  3  1  0.0048488318106053  0.0148313371276957  0  
19  60  3  1  0.0025471430142980  0.0089898598399275  0  
20  63  3  1  0.0031875611198870  0.0080579088107152  0  
21  66  3  1  0.0045688373331571  0.0145727181326588  0  
22  69  3  1  0.0013153668936808  0.0049611559248110  0  
23  72  3  1  0.0044829227501472  0.0136160987600435  0  
24  74  2  1  0.0377346540718517  0.0028492041229780  0  
25  76  2  1  0.0377043575021427  0.0076703927029465  0  
26  78  2  1  0.0377002677112060  0.0075340834108516  0  
27  80  2  1  0.0376993487389453  0.0074342664984313  0  
28  82  2  1  0.0376957382209523  0.0076107192593053  0  
29  84  2  1  0.0376927209389193  0.0076375711693483  0  
30  86  2  1  0.0376896924838176  0.0077765401535348  0  
31  88  2  1  0.0376863502965571  0.0079127802418641  0  
32  90  2  1  0.0376829360518062  0.0080853343790557  0  
33  92  2  1  0.0376792124260257  0.0083258862043533  0  
34  94  2  1  0.0376751760473772  0.0086318315134281  0  
35  96  2  1  0.0376707443462841  0.0089521892716952  0  
36  98  2  1  0.0376659831312221  0.0093422560869034  0  
37  100  2  1  0.0376605327477057  0.0098252255305262  0  
