# Tau   1000fine   1000coarse   100fine   100coarse   10fine   10coarse
0.1  1.0 1.0  1.0 1.04  1.0 2.00
0.01  1.0 1.0  1.0 1.10  4.64 9.80
0.001  1.0 1.0  2.82 5.41  {} {}
